	AccSpeciesName	ObservationID	TraitID	TraitName	DataName	StdValue	UnitName
113192	Achillea millefolium	6361578	42	Plant growth form	Plant growth form	perennial forb	
113200	Achillea millefolium	6361579	42	Plant growth form	Plant growth form	perennial forb	
113207	Achillea millefolium	6361579	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	101.2	mg
113208	Achillea millefolium	6361580	42	Plant growth form	Plant growth form	perennial forb	
113215	Achillea millefolium	6361580	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	107.9	mg
113216	Achillea millefolium	6361581	42	Plant growth form	Plant growth form	perennial forb	
113223	Achillea millefolium	6361581	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	50.3	mg
113224	Achillea millefolium	6361582	42	Plant growth form	Plant growth form	perennial forb	
113231	Achillea millefolium	6361582	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	98.6	mg
113232	Achillea millefolium	6361583	42	Plant growth form	Plant growth form	perennial forb	
113239	Achillea millefolium	6361583	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	36.7	mg
113240	Achillea millefolium	6361584	42	Plant growth form	Plant growth form	perennial forb	
113247	Achillea millefolium	6361584	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	64.4	mg
113248	Achillea millefolium	6361585	42	Plant growth form	Plant growth form	perennial forb	
113256	Achillea millefolium	6361586	42	Plant growth form	Plant growth form	perennial forb	
113264	Achillea millefolium	6361587	42	Plant growth form	Plant growth form	perennial forb	
113271	Achillea millefolium	6361587	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	56.3	mg
113272	Achillea millefolium	6361588	42	Plant growth form	Plant growth form	perennial forb	
113279	Achillea millefolium	6361588	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	55.3	mg
113280	Achillea millefolium	6361589	42	Plant growth form	Plant growth form	perennial forb	
113287	Achillea millefolium	6361589	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	38.7	mg
113288	Achillea millefolium	6361590	42	Plant growth form	Plant growth form	perennial forb	
113296	Achillea millefolium	6361591	42	Plant growth form	Plant growth form	perennial forb	
113303	Achillea millefolium	6361591	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	62.2	mg
113304	Achillea millefolium	6361592	42	Plant growth form	Plant growth form	perennial forb	
113311	Achillea millefolium	6361592	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	45.9	mg
113312	Achillea millefolium	6361593	42	Plant growth form	Plant growth form	perennial forb	
113319	Achillea millefolium	6361593	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	70.4	mg
113320	Achillea millefolium	6361594	42	Plant growth form	Plant growth form	perennial forb	
113328	Achillea millefolium	6361595	42	Plant growth form	Plant growth form	perennial forb	
113335	Achillea millefolium	6361595	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	76.9	mg
113336	Achillea millefolium	6361596	42	Plant growth form	Plant growth form	perennial forb	
113343	Achillea millefolium	6361596	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	45.4	mg
113344	Achillea millefolium	6361597	42	Plant growth form	Plant growth form	perennial forb	
113351	Achillea millefolium	6361597	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	88.4	mg
