	AccSpeciesName	ObservationID	TraitID	TraitName	DataName	StdValue	UnitName
653	Trifolium pratense	99877	42	Plant growth form	Shoot growth form, shoot architecture	Stem erect	
657	Trifolium pratense	99878	42	Plant growth form	Shoot growth form, shoot architecture	Stem erect	
662	Trifolium pratense	99879	42	Plant growth form	Shoot growth form, shoot architecture	Stem ascending to prostrate	
667	Trifolium pratense	99880	42	Plant growth form	Shoot growth form, shoot architecture	Stem erect	
671	Trifolium pratense	99881	42	Plant growth form	Shoot growth form, shoot architecture	Stem prostrate	
675	Trifolium pratense	99882	42	Plant growth form	Shoot growth form, shoot architecture	Stem erect	
732	Trifolium pratense	158270	3106	Plant height vegetative	Plant height vegetative	0.249	m
764	Trifolium pratense	158381	3106	Plant height vegetative	Plant height vegetative	0.5	m
860	Trifolium pratense	172456	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	443.230934143066	mg/g
859	Trifolium pratense	172456	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	32.7633666992188	mg/g
116133	Trifolium pratense	172456	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.96355793574085	g m-2
857	Trifolium pratense	172456	55	Leaf dry mass (single leaf)	Leaf dry mass	140.0	mg
856	Trifolium pratense	172456	163	Leaf fresh mass	Leaf fresh mass	0.19	g
862	Trifolium pratense	172456	3106	Plant height vegetative	Plant height vegetative	0.75	m
870	Trifolium pratense	172457	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	473.896522521973	mg/g
869	Trifolium pratense	172457	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	50.3408622741699	mg/g
868	Trifolium pratense	172457	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.24	g/g
116134	Trifolium pratense	172457	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.49564334560545	g m-2
867	Trifolium pratense	172457	55	Leaf dry mass (single leaf)	Leaf dry mass	120.0	mg
866	Trifolium pratense	172457	163	Leaf fresh mass	Leaf fresh mass	0.5	g
871	Trifolium pratense	172457	3106	Plant height vegetative	Plant height vegetative	0.905	m
880	Trifolium pratense	172458	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	448.36971282959	mg/g
879	Trifolium pratense	172458	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	40.7391881942749	mg/g
878	Trifolium pratense	172458	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.487179487179487	g/g
116135	Trifolium pratense	172458	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	2.30644986797147	g m-2
877	Trifolium pratense	172458	55	Leaf dry mass (single leaf)	Leaf dry mass	190.0	mg
876	Trifolium pratense	172458	163	Leaf fresh mass	Leaf fresh mass	0.39	g
881	Trifolium pratense	172458	3106	Plant height vegetative	Plant height vegetative	0.744	m
890	Trifolium pratense	172459	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	468.262786865234	mg/g
889	Trifolium pratense	172459	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	47.6370763778687	mg/g
888	Trifolium pratense	172459	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.333333333333333	g/g
116136	Trifolium pratense	172459	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.82644768266488	g m-2
887	Trifolium pratense	172459	55	Leaf dry mass (single leaf)	Leaf dry mass	220.0	mg
886	Trifolium pratense	172459	163	Leaf fresh mass	Leaf fresh mass	0.66	g
891	Trifolium pratense	172459	3106	Plant height vegetative	Plant height vegetative	0.881	m
900	Trifolium pratense	172460	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	460.701141357422	mg/g
899	Trifolium pratense	172460	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	49.2118120193481	mg/g
898	Trifolium pratense	172460	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.280701754385965	g/g
116137	Trifolium pratense	172460	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	2.08801111723567	g m-2
901	Trifolium pratense	172460	3106	Plant height vegetative	Plant height vegetative	0.614	m
946	Trifolium pratense	172654	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	523.042371091084	mg/g
945	Trifolium pratense	172654	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	47.1706894852375	mg/g
944	Trifolium pratense	172654	42	Plant growth form	Plant growth form	H	
116139	Trifolium pratense	172654	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.20438009766206	g m-2
947	Trifolium pratense	172654	3106	Plant height vegetative	Plant height vegetative	0.1	m
993	Trifolium pratense	172727	42	Plant growth form	Plant growth form	H	
1096	Trifolium pratense	177928	3106	Plant height vegetative	Plant height vegetative	0.275	m
1180	Trifolium pratense	181474	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.24226	g/g
1224	Trifolium pratense	181477	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.19	g/g
1329	Trifolium pratense	185866	55	Leaf dry mass (single leaf)	Leaf dry mass	38.38	mg
1342	Trifolium pratense	185867	55	Leaf dry mass (single leaf)	Leaf dry mass	15.70170778	mg
1379	Trifolium pratense	212287	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	21.9	mm2 mg-1
1442	Trifolium pratense	676880	42	Plant growth form	Plant growth form	herbaceous legume	
1816	Trifolium pratense	759172	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.244648318042813	g/g
1815	Trifolium pratense	759172	55	Leaf dry mass (single leaf)	Leaf dry mass	80.0	mg
1814	Trifolium pratense	759172	163	Leaf fresh mass	Leaf fresh mass	0.327	g
1824	Trifolium pratense	759173	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.270780399274047	g/g
1823	Trifolium pratense	759173	55	Leaf dry mass (single leaf)	Leaf dry mass	74.6	mg
1822	Trifolium pratense	759173	163	Leaf fresh mass	Leaf fresh mass	0.2755	g
1832	Trifolium pratense	759174	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.297959183673469	g/g
1831	Trifolium pratense	759174	55	Leaf dry mass (single leaf)	Leaf dry mass	73.0	mg
1830	Trifolium pratense	759174	163	Leaf fresh mass	Leaf fresh mass	0.245	g
1840	Trifolium pratense	759175	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.212555539630214	g/g
1839	Trifolium pratense	759175	55	Leaf dry mass (single leaf)	Leaf dry mass	148.3	mg
1838	Trifolium pratense	759175	163	Leaf fresh mass	Leaf fresh mass	0.6977	g
1848	Trifolium pratense	759176	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.259939859672569	g/g
1847	Trifolium pratense	759176	55	Leaf dry mass (single leaf)	Leaf dry mass	77.8	mg
1846	Trifolium pratense	759176	163	Leaf fresh mass	Leaf fresh mass	0.2993	g
1856	Trifolium pratense	759177	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.25	g/g
1855	Trifolium pratense	759177	55	Leaf dry mass (single leaf)	Leaf dry mass	72.0	mg
1854	Trifolium pratense	759177	163	Leaf fresh mass	Leaf fresh mass	0.288	g
1864	Trifolium pratense	759178	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.217488076311606	g/g
1863	Trifolium pratense	759178	55	Leaf dry mass (single leaf)	Leaf dry mass	68.4	mg
1862	Trifolium pratense	759178	163	Leaf fresh mass	Leaf fresh mass	0.3145	g
1872	Trifolium pratense	759179	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.282208588957055	g/g
1871	Trifolium pratense	759179	55	Leaf dry mass (single leaf)	Leaf dry mass	92.0	mg
1870	Trifolium pratense	759179	163	Leaf fresh mass	Leaf fresh mass	0.326	g
1880	Trifolium pratense	759180	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.24448586517552	g/g
1879	Trifolium pratense	759180	55	Leaf dry mass (single leaf)	Leaf dry mass	78.7	mg
1878	Trifolium pratense	759180	163	Leaf fresh mass	Leaf fresh mass	0.3219	g
1888	Trifolium pratense	759181	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.234477720964207	g/g
1887	Trifolium pratense	759181	55	Leaf dry mass (single leaf)	Leaf dry mass	64.2	mg
1886	Trifolium pratense	759181	163	Leaf fresh mass	Leaf fresh mass	0.2738	g
1896	Trifolium pratense	759182	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.228813559322034	g/g
1895	Trifolium pratense	759182	55	Leaf dry mass (single leaf)	Leaf dry mass	54.0	mg
1894	Trifolium pratense	759182	163	Leaf fresh mass	Leaf fresh mass	0.236	g
1904	Trifolium pratense	759183	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.255790015440041	g/g
1903	Trifolium pratense	759183	55	Leaf dry mass (single leaf)	Leaf dry mass	49.7	mg
1902	Trifolium pratense	759183	163	Leaf fresh mass	Leaf fresh mass	0.1943	g
1912	Trifolium pratense	759184	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.250767207365191	g/g
1911	Trifolium pratense	759184	55	Leaf dry mass (single leaf)	Leaf dry mass	57.2	mg
1910	Trifolium pratense	759184	163	Leaf fresh mass	Leaf fresh mass	0.2281	g
1919	Trifolium pratense	759185	55	Leaf dry mass (single leaf)	Leaf dry mass	60.0	mg
1918	Trifolium pratense	759185	163	Leaf fresh mass	Leaf fresh mass	0.256	g
1928	Trifolium pratense	759186	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.239964711071901	g/g
1927	Trifolium pratense	759186	55	Leaf dry mass (single leaf)	Leaf dry mass	54.4	mg
1926	Trifolium pratense	759186	163	Leaf fresh mass	Leaf fresh mass	0.2267	g
1935	Trifolium pratense	759187	55	Leaf dry mass (single leaf)	Leaf dry mass	121.3	mg
1934	Trifolium pratense	759187	163	Leaf fresh mass	Leaf fresh mass	0.5174	g
1944	Trifolium pratense	759188	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.259036144578313	g/g
1943	Trifolium pratense	759188	55	Leaf dry mass (single leaf)	Leaf dry mass	86.0	mg
1942	Trifolium pratense	759188	163	Leaf fresh mass	Leaf fresh mass	0.332	g
1952	Trifolium pratense	759189	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.22018779342723	g/g
1951	Trifolium pratense	759189	55	Leaf dry mass (single leaf)	Leaf dry mass	46.9	mg
1950	Trifolium pratense	759189	163	Leaf fresh mass	Leaf fresh mass	0.213	g
1960	Trifolium pratense	759190	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.185702547247329	g/g
1959	Trifolium pratense	759190	55	Leaf dry mass (single leaf)	Leaf dry mass	45.2	mg
1958	Trifolium pratense	759190	163	Leaf fresh mass	Leaf fresh mass	0.2434	g
1968	Trifolium pratense	759191	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.271356783919598	g/g
1966	Trifolium pratense	759191	163	Leaf fresh mass	Leaf fresh mass	0.199	g
1976	Trifolium pratense	759192	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.261919504643963	g/g
1975	Trifolium pratense	759192	55	Leaf dry mass (single leaf)	Leaf dry mass	42.3	mg
1974	Trifolium pratense	759192	163	Leaf fresh mass	Leaf fresh mass	0.1615	g
1984	Trifolium pratense	759193	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.2276311278711	g/g
1983	Trifolium pratense	759193	55	Leaf dry mass (single leaf)	Leaf dry mass	66.4	mg
1982	Trifolium pratense	759193	163	Leaf fresh mass	Leaf fresh mass	0.2917	g
1992	Trifolium pratense	759194	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.264837905236908	g/g
1991	Trifolium pratense	759194	55	Leaf dry mass (single leaf)	Leaf dry mass	53.1	mg
1990	Trifolium pratense	759194	163	Leaf fresh mass	Leaf fresh mass	0.2005	g
2000	Trifolium pratense	759195	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.265384615384615	g/g
1999	Trifolium pratense	759195	55	Leaf dry mass (single leaf)	Leaf dry mass	69.0	mg
1998	Trifolium pratense	759195	163	Leaf fresh mass	Leaf fresh mass	0.26	g
2008	Trifolium pratense	759196	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.247508967716222	g/g
2007	Trifolium pratense	759196	55	Leaf dry mass (single leaf)	Leaf dry mass	62.1	mg
2006	Trifolium pratense	759196	163	Leaf fresh mass	Leaf fresh mass	0.2509	g
2016	Trifolium pratense	759197	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.234777838727372	g/g
2015	Trifolium pratense	759197	55	Leaf dry mass (single leaf)	Leaf dry mass	42.8	mg
2014	Trifolium pratense	759197	163	Leaf fresh mass	Leaf fresh mass	0.1823	g
2024	Trifolium pratense	759198	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.230621088107848	g/g
2023	Trifolium pratense	759198	55	Leaf dry mass (single leaf)	Leaf dry mass	47.9	mg
2022	Trifolium pratense	759198	163	Leaf fresh mass	Leaf fresh mass	0.2077	g
2032	Trifolium pratense	759199	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.268925357331922	g/g
2031	Trifolium pratense	759199	55	Leaf dry mass (single leaf)	Leaf dry mass	50.8	mg
2030	Trifolium pratense	759199	163	Leaf fresh mass	Leaf fresh mass	0.1889	g
2040	Trifolium pratense	759200	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.155172413793103	g/g
2039	Trifolium pratense	759200	55	Leaf dry mass (single leaf)	Leaf dry mass	20.7	mg
2038	Trifolium pratense	759200	163	Leaf fresh mass	Leaf fresh mass	0.1334	g
2048	Trifolium pratense	759201	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.183908045977011	g/g
2047	Trifolium pratense	759201	55	Leaf dry mass (single leaf)	Leaf dry mass	48.0	mg
2046	Trifolium pratense	759201	163	Leaf fresh mass	Leaf fresh mass	0.261	g
2056	Trifolium pratense	759202	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.224219084296106	g/g
2055	Trifolium pratense	759202	55	Leaf dry mass (single leaf)	Leaf dry mass	52.4	mg
2054	Trifolium pratense	759202	163	Leaf fresh mass	Leaf fresh mass	0.2337	g
2064	Trifolium pratense	759203	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.287037037037037	g/g
2063	Trifolium pratense	759203	55	Leaf dry mass (single leaf)	Leaf dry mass	31.0	mg
2062	Trifolium pratense	759203	163	Leaf fresh mass	Leaf fresh mass	0.108	g
2071	Trifolium pratense	759204	55	Leaf dry mass (single leaf)	Leaf dry mass		
2070	Trifolium pratense	759204	163	Leaf fresh mass	Leaf fresh mass	0.2569	g
2079	Trifolium pratense	759206	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.274447421299397	g/g
2078	Trifolium pratense	759206	55	Leaf dry mass (single leaf)	Leaf dry mass	163.9	mg
2077	Trifolium pratense	759206	163	Leaf fresh mass	Leaf fresh mass	0.5972	g
2121	Trifolium pratense	760581	3106	Plant height vegetative	Plant height vegetative	0.31	m
2127	Trifolium pratense	760587	3106	Plant height vegetative	Plant height vegetative	0.37	m
2129	Trifolium pratense	760589	3106	Plant height vegetative	Plant height vegetative	0.41	m
2131	Trifolium pratense	760591	3106	Plant height vegetative	Plant height vegetative	0.44	m
2133	Trifolium pratense	760593	3106	Plant height vegetative	Plant height vegetative	0.45	m
2134	Trifolium pratense	760594	3106	Plant height vegetative	Plant height vegetative	0.46	m
2135	Trifolium pratense	760595	3106	Plant height vegetative	Plant height vegetative	0.54	m
2136	Trifolium pratense	760596	3106	Plant height vegetative	Plant height vegetative	0.56	m
2138	Trifolium pratense	760598	3106	Plant height vegetative	Plant height vegetative	0.59	m
2139	Trifolium pratense	760599	3106	Plant height vegetative	Plant height vegetative	0.61	m
2301	Trifolium pratense	775157	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	31.0	mg/g
2300	Trifolium pratense	775157	42	Plant growth form	Plant growth form	Herb	
2328	Trifolium pratense	801020	42	Plant growth form	Plant growth form	H	
2892	Trifolium pratense	915234	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	19.74	mm2 mg-1
2908	Trifolium pratense	915242	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	19.75	mm2 mg-1
2925	Trifolium pratense	915249	55	Leaf dry mass (single leaf)	Leaf dry mass	74.2	mg
2929	Trifolium pratense	915252	55	Leaf dry mass (single leaf)	Leaf dry mass	39.79	mg
2950	Trifolium pratense	915289	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2954	Trifolium pratense	915290	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2958	Trifolium pratense	915291	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
2962	Trifolium pratense	915292	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2966	Trifolium pratense	915293	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
2970	Trifolium pratense	915294	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
2974	Trifolium pratense	915295	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
2978	Trifolium pratense	915296	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
2982	Trifolium pratense	915297	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
2986	Trifolium pratense	915298	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
2990	Trifolium pratense	915299	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
2994	Trifolium pratense	915300	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
2998	Trifolium pratense	915301	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
3002	Trifolium pratense	915302	33	Seed (seedbank) longevity	Seedbank longevity	present	
3006	Trifolium pratense	915303	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
3010	Trifolium pratense	915304	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
3014	Trifolium pratense	915305	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
3018	Trifolium pratense	915306	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3022	Trifolium pratense	915307	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
3026	Trifolium pratense	915308	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3030	Trifolium pratense	915309	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
3034	Trifolium pratense	915310	33	Seed (seedbank) longevity	Seedbank longevity	present	
3038	Trifolium pratense	915311	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
3042	Trifolium pratense	915312	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
3046	Trifolium pratense	915313	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3050	Trifolium pratense	915314	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
3054	Trifolium pratense	915315	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
3058	Trifolium pratense	915316	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3062	Trifolium pratense	915317	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3066	Trifolium pratense	915318	33	Seed (seedbank) longevity	Seedbank longevity	present	
3070	Trifolium pratense	915319	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3074	Trifolium pratense	915320	33	Seed (seedbank) longevity	Seedbank longevity	present	
3078	Trifolium pratense	915321	33	Seed (seedbank) longevity	Seedbank longevity	present	
3082	Trifolium pratense	915322	33	Seed (seedbank) longevity	Seedbank longevity	present	
3086	Trifolium pratense	915323	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
3090	Trifolium pratense	915324	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
3094	Trifolium pratense	915325	33	Seed (seedbank) longevity	Seedbank longevity	present	
3098	Trifolium pratense	915326	33	Seed (seedbank) longevity	Seedbank longevity	present	
3102	Trifolium pratense	915327	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3106	Trifolium pratense	915328	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3110	Trifolium pratense	915329	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3114	Trifolium pratense	915331	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3118	Trifolium pratense	915332	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3122	Trifolium pratense	915333	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
3126	Trifolium pratense	915334	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
3130	Trifolium pratense	915335	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3134	Trifolium pratense	915336	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3138	Trifolium pratense	915337	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3142	Trifolium pratense	915338	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3146	Trifolium pratense	915339	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3150	Trifolium pratense	915340	33	Seed (seedbank) longevity	Seedbank longevity	transient	
3154	Trifolium pratense	915341	33	Seed (seedbank) longevity	Seedbank longevity	transient	
