index	AccSpeciesName	ObservationID	TraitID	TraitName	DataName	StdValue	UnitName
60403	Dactylis glomerata	3035241	42	Plant growth form	Plant growth form	H	
61157	Achillea millefolium	3043018	42	Plant growth form	Plant growth form	H	
61764	Achillea millefolium	3049046	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	9.920034409	mm2 mg-1
61919	Trifolium pratense	3049073	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.35364246	mm2 mg-1
62074	Trifolium pratense	3049110	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.40502377	mm2 mg-1
64587	Achillea millefolium	3050029	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	12.1	mm2 mg-1
66541	Dactylis glomerata	3056833	42	Plant growth form	Plant growth form	H	
66619	Dactylis glomerata	3056834	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.26168404789	g/g
66923	Dactylis glomerata	3056838	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.28864432216	g/g
67225	Dactylis glomerata	3056842	42	Plant growth form	Plant growth form	H	
67985	Dactylis glomerata	3056852	42	Plant growth form	Plant growth form	H	
69150	Trifolium pratense	3057555	42	Plant growth form	Plant growth form	H	
69863	Trifolium pratense	3057564	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.18570254725	g/g
70256	Trifolium pratense	3057569	42	Plant growth form	Plant growth form	H	
70651	Trifolium pratense	3057574	42	Plant growth form	Plant growth form	H	
71679	Achillea millefolium	3058273	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.33282674772	g/g
72216	Dactylis glomerata	3061824	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	25.40305091	mm2 mg-1
72679	Achillea millefolium	3064754	42	Plant growth form	Plant growth form	H	
73890	Dactylis glomerata	3078527	42	Plant growth form	Plant growth form	H	
74852	Achillea millefolium	3081968	42	Plant growth form	Plant growth form	H	
74926	Achillea millefolium	3081969	42	Plant growth form	Plant growth form	H	
75152	Achillea millefolium	3082309	42	Plant growth form	Plant growth form	H	
75304	Achillea millefolium	3082311	42	Plant growth form	Plant growth form	H	
76445	Dactylis glomerata	3084113	42	Plant growth form	Plant growth form	H	
77129	Dactylis glomerata	3084122	42	Plant growth form	Plant growth form	H	
77661	Dactylis glomerata	3084161	42	Plant growth form	Plant growth form	H	
78117	Dactylis glomerata	3084167	42	Plant growth form	Plant growth form	H	
78956	Dactylis glomerata	3084309	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	30.04	mm2 mg-1
79340	Dactylis glomerata	3084501	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.223	g/g
80474	Dactylis glomerata	3089190	42	Plant growth form	Plant growth form	H	
80552	Dactylis glomerata	3089191	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	25.818068182	mm2 mg-1
81080	Trifolium pratense	3089278	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	19.441724138	mm2 mg-1
81155	Trifolium pratense	3089279	42	Plant growth form	Plant growth form	H	
81623	Trifolium pratense	3089285	42	Plant growth form	Plant growth form	H	
81932	Dactylis glomerata	3089339	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.87147541	mm2 mg-1
82383	Dactylis glomerata	3089345	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.23280692817	g/g
82458	Dactylis glomerata	3089346	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.22911051213	g/g
83459	Dactylis glomerata	3090695	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	16.494845361	mm2 mg-1
85280	Achillea millefolium	3100128	42	Plant growth form	Plant growth form	H	
85804	Trifolium pratense	3104875	42	Plant growth form	Plant growth form	H	
85990	Trifolium pratense	3104878	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.683035714	mm2 mg-1
91302	Achillea millefolium	3117794	42	Plant growth form	Plant growth form	H	
91905	Achillea millefolium	3162913	42	Plant growth form	Plant growth form	H	
91907	Achillea millefolium	3162913	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	7.796567299	mm2 mg-1
93097	Dactylis glomerata	3276847	42	Plant growth form	Plant growth form original	Graminoid	
93127	Dactylis glomerata	3276852	42	Plant growth form	Plant growth form original	Graminoid	
93145	Dactylis glomerata	3276855	42	Plant growth form	Plant growth form original	Graminoid	
93233	Trifolium pratense	3303472	42	Plant growth form	Plant growth form original	Forb/herb	
93245	Trifolium pratense	3303474	42	Plant growth form	Plant growth form original	Forb/herb	
93524	Achillea millefolium	3932418	42	Plant growth form	Plant growth form original	Forb/herb	
93636	Dactylis glomerata	3954219	42	Plant growth form	Plant growth form original	Graminoid	
93720	Dactylis glomerata	3970632	42	Plant growth form	Plant growth form original	Graminoid	
93886	Achillea millefolium	3988720	42	Plant growth form	Plant growth form original	Forb/herb	
94315	Achillea millefolium	4413370	42	Plant growth form	Plant growth form	herb	
95162	Achillea millefolium	4420290	42	Plant growth form	Plant growth form	herb	
95303	Dactylis glomerata	4427606	42	Plant growth form	Plant growth form	graminoid	
95542	Dactylis glomerata	4427625	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	26.6356	g
96739	Achillea millefolium	4430551	42	Plant growth form	Plant growth form	herb	
97622	Achillea millefolium	4440869	42	Plant growth form	Plant growth form	herb	
97690	Dactylis glomerata	4448289	42	Plant growth form	Plant growth form	graminoid	
98462	Achillea millefolium	5502736	42	Plant growth form	Plant growth form	Free-standing	
98833	Achillea millefolium	5826679	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.22	g/g
98905	Achillea millefolium	5826685	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.14982217	g/g
99619	Dactylis glomerata	5954784	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	13.328	mm2 mg-1
99667	Achillea millefolium	5955620	159	Seedbank type	Seedbank soil	transient|unk	
99700	Dactylis glomerata	5956054	159	Seedbank type	Seedbank soil	transient|veg	
100010	Achillea millefolium	5995032	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.146	g/g
100056	Achillea millefolium	5995038	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.085	m
100106	Achillea millefolium	5995044	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.267	g/g
100233	Achillea millefolium	5995060	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	10.596	mm2 mg-1
100409	Achillea millefolium	5995082	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	13.565	mm2 mg-1
100458	Achillea millefolium	5995088	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.159	g/g
100473	Dactylis glomerata	5995580	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	40.398	mm2 mg-1
100586	Dactylis glomerata	5995594	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.146	g/g
100634	Dactylis glomerata	5995600	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.183	g/g
100633	Dactylis glomerata	5995600	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	31.678	mm2 mg-1
100682	Dactylis glomerata	5995606	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.3	g/g
100697	Dactylis glomerata	5995608	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	29.6	mm2 mg-1
100785	Dactylis glomerata	5995619	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	27.043	mm2 mg-1
100801	Dactylis glomerata	5995621	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.798	mm2 mg-1
100842	Dactylis glomerata	5995626	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.241	g/g
100928	Dactylis glomerata	5995637	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.76	m
101058	Dactylis glomerata	5995653	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.381	g/g
101088	Dactylis glomerata	5995657	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.335	m
101153	Dactylis glomerata	5995665	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	18.4	mm2 mg-1
101178	Dactylis glomerata	5995668	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.264	g/g
101257	Dactylis glomerata	5995678	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	16.076	mm2 mg-1
101274	Dactylis glomerata	5995680	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.486	g/g
101272	Dactylis glomerata	5995680	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.265	m
101305	Dactylis glomerata	5995684	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	11.9	mm2 mg-1
101328	Dactylis glomerata	5995687	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.223	m
101456	Dactylis glomerata	5995703	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.165	m
101490	Trifolium pratense	5996845	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.267	g/g
101546	Trifolium pratense	5996852	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.37	g/g
101560	Trifolium pratense	5996854	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.059	m
101576	Trifolium pratense	5996856	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.228	m
101720	Trifolium pratense	5996874	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.095	m
101745	Trifolium pratense	5996877	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	22.457	mm2 mg-1
101752	Trifolium pratense	5996878	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.115	m
101794	Trifolium pratense	5996883	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.238	g/g
101896	Trifolium pratense	5996896	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.119	m
102017	Trifolium pratense	5996911	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	21.801	mm2 mg-1
102129	Trifolium pratense	6004589	42	Plant growth form	Plant growth form	herb	
102385	Achillea millefolium	6005202	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	133.3	mg
102407	Achillea millefolium	6005204	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	219.0	mg
102426	Achillea millefolium	6005206	42	Plant growth form	Plant growth form	herb	
102484	Trifolium pratense	6005404	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	100.1	mg
102591	Achillea millefolium	6005462	42	Plant growth form	Plant growth form	herb	
102627	Trifolium pratense	6005826	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	227.4	mg
102954	Trifolium pratense	6007324	42	Plant growth form	Plant growth form	forb	
102976	Trifolium pratense	6007366	42	Plant growth form	Plant growth form	forb	
102987	Trifolium pratense	6007387	42	Plant growth form	Plant growth form	forb	
103029	Trifolium pratense	6007669	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.206731316	g/g
103107	Trifolium pratense	6007718	42	Plant growth form	Plant growth form	forb	
103171	Trifolium pratense	6007847	42	Plant growth form	Plant growth form	forb	
103169	Trifolium pratense	6007847	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.208593708	g/g
103311	Dactylis glomerata	6057478	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	22.1751180455759	mm2 mg-1
103362	Dactylis glomerata	6057693	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.279578700994734	g/g
116449	Dactylis glomerata	6057696	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.783742812100384	g m-2
103413	Dactylis glomerata	6057697	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	501.8110263	mg/g
103416	Dactylis glomerata	6057697	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	1.288	m
103438	Dactylis glomerata	6057699	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	27.45575472	mg/g
116453	Dactylis glomerata	6057700	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.967518988624181	g m-2
103614	Trifolium pratense	6066231	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.495	m
103699	Trifolium pratense	6066243	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	21.10204082	mm2 mg-1
103761	Dactylis glomerata	6073067	3106	Plant height vegetative	Plant height vegetative	0.42	m
103769	Dactylis glomerata	6073245	3106	Plant height vegetative	Plant height vegetative	0.5	m
104094	Dactylis glomerata	6080596	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	446.5	mg/g
104178	Trifolium pratense	6081044	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	464.566820676462	mg/g
104219	Trifolium pratense	6081047	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	33.48135451778	mg/g
104304	Trifolium pratense	6081053	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	437.746432173178	mg/g
104332	Trifolium pratense	6081055	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	461.418235231603	mg/g
104862	Dactylis glomerata	6086754	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	24.37	mm2 mg-1
105030	Dactylis glomerata	6086767	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.92	m
105031	Dactylis glomerata	6086767	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	23.77	mm2 mg-1
105186	Dactylis glomerata	6086779	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.855	m
105277	Dactylis glomerata	6086786	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	1.32	m
105330	Dactylis glomerata	6086790	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	23.39	mm2 mg-1
105499	Dactylis glomerata	6086803	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	28.81	mm2 mg-1
105772	Dactylis glomerata	6086824	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	36.24	mm2 mg-1
105891	Trifolium pratense	6089457	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	24.9018633540373	mm2 mg-1
105906	Trifolium pratense	6089458	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	24.5849137931034	mm2 mg-1
106025	Trifolium pratense	6089466	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	20.595951417004	mm2 mg-1
106128	Trifolium pratense	6089473	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.12	m
106145	Trifolium pratense	6089474	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	18.4591304347826	mm2 mg-1
106699	Trifolium pratense	6089511	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	18.4783783783784	mm2 mg-1
107863	Trifolium pratense	6089590	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.05	m
108198	Trifolium pratense	6089613	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	27.8704545454545	mm2 mg-1
108618	Achillea millefolium	6089991	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	12.2	mm2 mg-1
108656	Achillea millefolium	6089994	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.115	m
108709	Achillea millefolium	6089998	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	22.2666666666667	mm2 mg-1
108956	Achillea millefolium	6090017	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	16.7171717171717	mm2 mg-1
109229	Achillea millefolium	6090038	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	9.76	mm2 mg-1
109306	Achillea millefolium	6090044	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.25	m
109670	Achillea millefolium	6090072	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.065	m
109710	Achillea millefolium	6090075	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	12.0	mm2 mg-1
110214	Dactylis glomerata	6210630	42	Plant growth form	Plant growth form	Herbaceous	
110400	Achillea millefolium	6210644	42	Plant growth form	Plant growth form	Herbaceous	
116464	Achillea millefolium	6210644	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	2.00829638987876	g m-2
110707	Dactylis glomerata	6214908	42	Plant growth form	Plant growth form	grass	
110753	Dactylis glomerata	6214913	42	Plant growth form	Plant growth form	grass	
110886	Dactylis glomerata	6214927	3106	Plant height vegetative	Plant height (unspecified if vegetative or reproductive)	0.51	m
110947	Dactylis glomerata	6214934	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.15766	g/g
116487	Dactylis glomerata	6214934	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.726305369957931	g m-2
110967	Dactylis glomerata	6214936	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.1978	g/g
111052	Dactylis glomerata	6215125	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	444.58243164323	mg/g
111054	Dactylis glomerata	6215125	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.264809218832498	g/g
111055	Dactylis glomerata	6215125	3106	Plant height vegetative	Plant height vegetative	0.6775	m
111080	Dactylis glomerata	6347745	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.2767765191	g/g
111078	Dactylis glomerata	6347745	3106	Plant height vegetative	Plant height vegetative	0.9833333333	m
111086	Dactylis glomerata	6348774	42	Plant growth form	Plant growth form	perennial grass	
111127	Achillea millefolium	6358976	42	Plant growth form	Plant growth form	perennial forb	
111177	Achillea millefolium	6358981	42	Plant growth form	Plant growth form	perennial forb	
111364	Achillea millefolium	6359144	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	399.0	mg/g
111397	Achillea millefolium	6359148	42	Plant growth form	Plant growth form	perennial forb	
111592	Achillea millefolium	6359326	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	5.8	mg
111602	Achillea millefolium	6359327	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	19.3	mg
111654	Achillea millefolium	6359332	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	30.36585366	mm2 mg-1
111674	Achillea millefolium	6359334	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	30.0	mm2 mg-1
111725	Achillea millefolium	6359340	42	Plant growth form	Plant growth form	perennial forb	
111745	Achillea millefolium	6359342	42	Plant growth form	Plant growth form	perennial forb	
111782	Achillea millefolium	6359345	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	7.3	mg
111865	Achillea millefolium	6359354	42	Plant growth form	Plant growth form	perennial forb	
112044	Achillea millefolium	6359371	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	25.49591599	mm2 mg-1
112162	Achillea millefolium	6359383	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	6.24	mg
112165	Achillea millefolium	6359384	42	Plant growth form	Plant growth form	perennial forb	
112315	Achillea millefolium	6359399	42	Plant growth form	Plant growth form	perennial forb	
112365	Achillea millefolium	6359404	42	Plant growth form	Plant growth form	perennial forb	
112755	Achillea millefolium	6359443	42	Plant growth form	Plant growth form	perennial forb	
112964	Achillea millefolium	6359463	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	17.30769231	mm2 mg-1
113135	Achillea millefolium	6361570	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	55.1	mg
113136	Achillea millefolium	6361571	42	Plant growth form	Plant growth form	perennial forb	
113575	Achillea millefolium	6361625	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	81.5	mg
113616	Achillea millefolium	6361631	42	Plant growth form	Plant growth form	perennial forb	
113736	Achillea millefolium	6361646	42	Plant growth form	Plant growth form	perennial forb	
113863	Achillea millefolium	6361661	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	129.2	mg
114039	Achillea millefolium	6361683	55	Leaf dry mass (single leaf)	Leaf dry mass: in case of compound leaves undefined if leaf or leaflet; undefined if petiole in- or excluded	98.3	mg
114112	Achillea millefolium	6361693	42	Plant growth form	Plant growth form	perennial forb	
114224	Achillea millefolium	6361707	42	Plant growth form	Plant growth form	perennial forb	
116498	Achillea millefolium	6487685	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.28257664650481	g m-2
114337	Achillea millefolium	6487685	3106	Plant height vegetative	Plant height vegetative	0.405833333333333	m
114371	Dactylis glomerata	6487772	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.280342867564364	g/g
114469	Dactylis glomerata	6487781	3106	Plant height vegetative	Plant height vegetative	0.725333333333333	m
114491	Dactylis glomerata	6487783	3106	Plant height vegetative	Plant height vegetative	0.500625	m
114669	Dactylis glomerata	6487799	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	15.788700657346	mg/g
116529	Dactylis glomerata	6487800	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.83656061374275	g m-2
116531	Dactylis glomerata	6487802	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.901145146478813	g m-2
