image_path,cluster_id,leaf,flower,stem,hand,background/undefined,filename,obs_id,group,y_true,y_pred
lythrum_salicaria_10684.jpeg_region_3.png,25,1.0,,1.0,,,lythrum_salicaria_10684.jpeg,10683,lythrum_salicaria,0,0
lythrum_alatum_328.jpg_region_5.png,6,1.0,,1.0,,,lythrum_alatum_328.jpg,35037,lythrum_alatum,1,1
lythrum_maritimum_128.jpg_region_1.png,2,1.0,,1.0,,,lythrum_maritimum_128.jpg,13232,lythrum_maritimum,1,1
lythrum_junceum_2968.jpeg_region_3.png,23,,1.0,,,,lythrum_junceum_2968.jpeg,16297,lythrum_junceum,1,1
lythrum_salicaria_3431.jpg_region_1.png,0,,,,1.0,,lythrum_salicaria_3431.jpg,3430,lythrum_salicaria,0,0
lythrum_ovalifolium_045.jpg_region_2.png,0,,,,1.0,,lythrum_ovalifolium_045.jpg,45245,lythrum_ovalifolium,1,1
lythrum_virgatum_2130.jpg_region_1.png,4,,,,,1.0,lythrum_virgatum_2130.jpg,34300,lythrum_virgatum,0,1
lythrum_salicaria_5091.jpeg_region_1.png,28,,1.0,,,,lythrum_salicaria_5091.jpeg,5090,lythrum_salicaria,0,1
lythrum_salicaria_341.jpg_region_10.png,19,1.0,,1.0,,,lythrum_salicaria_341.jpg,340,lythrum_salicaria,0,0
lythrum_ovalifolium_115.jpg_region_5.png,4,,,,,1.0,lythrum_ovalifolium_115.jpg,45315,lythrum_ovalifolium,1,1
lythrum_junceum_656.jpeg_region_4.png,1,,1.0,,,,lythrum_junceum_656.jpeg,13986,lythrum_junceum,1,1
lythrum_virgatum_177.jpeg_region_5.png,5,1.0,,1.0,,,lythrum_virgatum_177.jpeg,32347,lythrum_virgatum,0,1
lythrum_lineare_121.jpg_region_1.png,14,,,,,1.0,lythrum_lineare_121.jpg,19697,lythrum_lineare,1,1
lythrum_salicaria_4537.jpeg_region_5.png,2,1.0,,1.0,,,lythrum_salicaria_4537.jpeg,4536,lythrum_salicaria,0,0
lythrum_junceum_3066.jpg_region_9.png,23,,1.0,,,,lythrum_junceum_3066.jpg,16395,lythrum_junceum,1,1
lythrum_salicaria_742.jpg_region_8.png,7,1.0,,1.0,,,lythrum_salicaria_742.jpg,741,lythrum_salicaria,0,0
lythrum_alatum_3595.jpg_region_4.png,23,,1.0,,,,lythrum_alatum_3595.jpg,38304,lythrum_alatum,1,1
lythrum_alatum_1997.jpeg_region_2.png,6,1.0,,1.0,,,lythrum_alatum_1997.jpeg,36706,lythrum_alatum,1,1
lythrum_salicaria_7026.jpeg_region_3.png,9,,1.0,,,,lythrum_salicaria_7026.jpeg,7025,lythrum_salicaria,0,0
lythrum_salicaria_2478.jpeg_region_1.png,14,,,,,1.0,lythrum_salicaria_2478.jpeg,2477,lythrum_salicaria,0,1
lythrum_alatum_5746.jpg_region_1.png,11,,,,,1.0,lythrum_alatum_5746.jpg,40455,lythrum_alatum,1,1
lythrum_salicaria_12280.jpg_region_6.png,25,1.0,,1.0,,,lythrum_salicaria_12280.jpg,12279,lythrum_salicaria,0,0
lythrum_portula_2096.jpeg_region_5.png,27,,,,,1.0,lythrum_portula_2096.jpeg,19255,lythrum_portula,1,0
lythrum_salicaria_827.jpg_region_3.png,7,1.0,,1.0,,,lythrum_salicaria_827.jpg,826,lythrum_salicaria,0,1
lythrum_alatum_7603.jpg_region_2.png,5,1.0,,1.0,,,lythrum_alatum_7603.jpg,42312,lythrum_alatum,1,1
lythrum_virgatum_2106.jpeg_region_1.png,9,,1.0,,,,lythrum_virgatum_2106.jpeg,34276,lythrum_virgatum,0,0
lythrum_salicaria_1532.jpeg_region_4.png,25,1.0,,1.0,,,lythrum_salicaria_1532.jpeg,1531,lythrum_salicaria,0,1
lythrum_salicaria_5374.jpg_region_2.png,8,1.0,,,,,lythrum_salicaria_5374.jpg,5373,lythrum_salicaria,0,0
lythrum_alatum_6086.jpg_region_1.png,6,1.0,,1.0,,,lythrum_alatum_6086.jpg,40795,lythrum_alatum,1,0
lythrum_salicaria_9246.jpeg_region_3.png,14,,,,,1.0,lythrum_salicaria_9246.jpeg,9245,lythrum_salicaria,0,0
lythrum_alatum_504.jpg_region_3.png,21,,,,1.0,1.0,lythrum_alatum_504.jpg,35213,lythrum_alatum,1,1
lythrum_alatum_1283.jpeg_region_1.png,22,,,,,1.0,lythrum_alatum_1283.jpeg,35992,lythrum_alatum,1,1
lythrum_salicaria_11097.jpeg_region_2.png,0,,,,1.0,,lythrum_salicaria_11097.jpeg,11096,lythrum_salicaria,0,0
lythrum_californicum_2021.jpeg_region_1.png,18,1.0,1.0,,,,lythrum_californicum_2021.jpeg,22066,lythrum_californicum,1,1
lythrum_alatum_3384.jpg_region_1.png,16,1.0,1.0,1.0,,,lythrum_alatum_3384.jpg,38093,lythrum_alatum,1,1
lythrum_salicaria_1054.jpg_region_3.png,24,,,,,1.0,lythrum_salicaria_1054.jpg,1053,lythrum_salicaria,0,1
lythrum_alatum_9979.jpeg_region_3.png,16,1.0,1.0,1.0,,,lythrum_alatum_9979.jpeg,44687,lythrum_alatum,1,1
lythrum_junceum_2375.jpeg_region_2.png,8,1.0,,,,,lythrum_junceum_2375.jpeg,15704,lythrum_junceum,1,1
lythrum_salicaria_11918.jpeg_region_2.png,25,1.0,,1.0,,,lythrum_salicaria_11918.jpeg,11917,lythrum_salicaria,0,1
lythrum_salicaria_1004.jpg_region_1.png,8,1.0,,,,,lythrum_salicaria_1004.jpg,1003,lythrum_salicaria,0,1
lythrum_virgatum_1322.jpeg_region_1.png,25,1.0,,1.0,,,lythrum_virgatum_1322.jpeg,33492,lythrum_virgatum,0,0
lythrum_alatum_2600.jpeg_region_5.png,16,1.0,1.0,1.0,,,lythrum_alatum_2600.jpeg,37309,lythrum_alatum,1,1
lythrum_flexuosum_032.jpeg_region_2.png,14,,,,,1.0,lythrum_flexuosum_032.jpeg,16778,lythrum_flexuosum,1,1
lythrum_salicaria_2479.jpg_region_2.png,14,,,,,1.0,lythrum_salicaria_2479.jpg,2478,lythrum_salicaria,0,0
lythrum_salicaria_12805.jpeg_region_2.png,20,1.0,1.0,,,,lythrum_salicaria_12805.jpeg,12804,lythrum_salicaria,0,0
lythrum_junceum_2651.jpeg_region_1.png,2,1.0,,1.0,,,lythrum_junceum_2651.jpeg,15980,lythrum_junceum,1,0
lythrum_alatum_4317.jpg_region_3.png,5,1.0,,1.0,,,lythrum_alatum_4317.jpg,39026,lythrum_alatum,1,0
lythrum_alatum_3937.jpeg_region_4.png,29,1.0,1.0,,,,lythrum_alatum_3937.jpeg,38646,lythrum_alatum,1,1
lythrum_alatum_7562.jpg_region_5.png,5,1.0,,1.0,,,lythrum_alatum_7562.jpg,42271,lythrum_alatum,1,1
lythrum_salicaria_7631.jpg_region_4.png,13,,,,,1.0,lythrum_salicaria_7631.jpg,7630,lythrum_salicaria,0,1
lythrum_portula_1883.jpg_region_2.png,14,,,,,1.0,lythrum_portula_1883.jpg,19042,lythrum_portula,1,1
lythrum_salicaria_774.jpg_region_3.png,2,1.0,,1.0,,,lythrum_salicaria_774.jpg,773,lythrum_salicaria,0,1
lythrum_flagellare_172.jpeg_region_1.png,11,,,,,1.0,lythrum_flagellare_172.jpeg,16994,lythrum_flagellare,1,1
lythrum_junceum_443.jpeg_region_1.png,12,1.0,,1.0,,,lythrum_junceum_443.jpeg,13773,lythrum_junceum,1,1
lythrum_salicaria_2018.jpg_region_7.png,9,,1.0,,,,lythrum_salicaria_2018.jpg,2017,lythrum_salicaria,0,0
lythrum_alatum_2823.jpeg_region_4.png,16,1.0,1.0,1.0,,,lythrum_alatum_2823.jpeg,37532,lythrum_alatum,1,0
lythrum_junceum_313.jpg_region_2.png,8,1.0,,,,,lythrum_junceum_313.jpg,13643,lythrum_junceum,1,1
lythrum_alatum_3861.jpeg_region_4.png,5,1.0,,1.0,,,lythrum_alatum_3861.jpeg,38570,lythrum_alatum,1,1
lythrum_salicaria_6194.jpeg_region_1.png,19,1.0,,1.0,,,lythrum_salicaria_6194.jpeg,6193,lythrum_salicaria,0,1
lythrum_californicum_368.jpeg_region_4.png,13,,,,,1.0,lythrum_californicum_368.jpeg,20413,lythrum_californicum,1,1
lythrum_salicaria_8149.jpeg_region_2.png,25,1.0,,1.0,,,lythrum_salicaria_8149.jpeg,8148,lythrum_salicaria,0,1
lythrum_alatum_378.jpg_region_1.png,5,1.0,,1.0,,,lythrum_alatum_378.jpg,35087,lythrum_alatum,1,1
lythrum_alatum_9565.jpeg_region_2.png,23,,1.0,,,,lythrum_alatum_9565.jpeg,44273,lythrum_alatum,1,1
lythrum_alatum_9679.jpg_region_10.png,16,1.0,1.0,1.0,,,lythrum_alatum_9679.jpg,44387,lythrum_alatum,1,1
lythrum_californicum_1736.jpg_region_1.png,26,,,,,1.0,lythrum_californicum_1736.jpg,21781,lythrum_californicum,1,1
lythrum_salicaria_5836.jpg_region_5.png,3,,1.0,1.0,,,lythrum_salicaria_5836.jpg,5835,lythrum_salicaria,0,0
lythrum_junceum_2750.jpeg_region_2.png,8,1.0,,,,,lythrum_junceum_2750.jpeg,16079,lythrum_junceum,1,1
lythrum_salicaria_5428.jpeg_region_4.png,14,,,,,1.0,lythrum_salicaria_5428.jpeg,5427,lythrum_salicaria,0,0
lythrum_junceum_3198.jpeg_region_3.png,18,1.0,1.0,,,,lythrum_junceum_3198.jpeg,16527,lythrum_junceum,1,1
lythrum_junceum_1500.jpeg_region_3.png,13,,,,,1.0,lythrum_junceum_1500.jpeg,14829,lythrum_junceum,1,1
lythrum_alatum_3155.jpg_region_5.png,8,1.0,,,,,lythrum_alatum_3155.jpg,37864,lythrum_alatum,1,1
lythrum_virgatum_1685.jpeg_region_4.png,2,1.0,,1.0,,,lythrum_virgatum_1685.jpeg,33855,lythrum_virgatum,0,0
lythrum_salicaria_8321.jpeg_region_3.png,9,,1.0,,,,lythrum_salicaria_8321.jpeg,8320,lythrum_salicaria,0,0
lythrum_tribracteatum_290.jpeg_region_1.png,26,,,,,1.0,lythrum_tribracteatum_290.jpeg,34628,lythrum_tribracteatum,1,1
lythrum_salicaria_8032.jpeg_region_5.png,8,1.0,,,,,lythrum_salicaria_8032.jpeg,8031,lythrum_salicaria,0,0
lythrum_virgatum_786.jpg_region_4.png,0,,,,1.0,,lythrum_virgatum_786.jpg,32956,lythrum_virgatum,0,0
lythrum_californicum_1272.jpeg_region_3.png,23,,1.0,,,,lythrum_californicum_1272.jpeg,21317,lythrum_californicum,1,1
lythrum_salicaria_12867.jpeg_region_3.png,16,1.0,1.0,1.0,,,lythrum_salicaria_12867.jpeg,12866,lythrum_salicaria,0,1
lythrum_virgatum_238.jpeg_region_3.png,2,1.0,,1.0,,,lythrum_virgatum_238.jpeg,32408,lythrum_virgatum,0,0
lythrum_alatum_8758.jpg_region_6.png,0,,,,1.0,,lythrum_alatum_8758.jpg,43466,lythrum_alatum,1,1
lythrum_virgatum_946.jpeg_region_4.png,9,,1.0,,,,lythrum_virgatum_946.jpeg,33116,lythrum_virgatum,0,0
lythrum_californicum_353.jpeg_region_3.png,23,,1.0,,,,lythrum_californicum_353.jpeg,20398,lythrum_californicum,1,1
lythrum_salicaria_4953.jpeg_region_2.png,1,,1.0,,,,lythrum_salicaria_4953.jpeg,4952,lythrum_salicaria,0,1
lythrum_salicaria_9005.jpeg_region_4.png,0,,,,1.0,,lythrum_salicaria_9005.jpeg,9004,lythrum_salicaria,0,0
lythrum_lineare_415.jpg_region_2.png,14,,,,,1.0,lythrum_lineare_415.jpg,19991,lythrum_lineare,1,1
lythrum_virgatum_941.jpg_region_2.png,5,1.0,,1.0,,,lythrum_virgatum_941.jpg,33111,lythrum_virgatum,0,1
lythrum_junceum_774.jpeg_region_8.png,27,,,,,1.0,lythrum_junceum_774.jpeg,14104,lythrum_junceum,1,1
lythrum_ovalifolium_156.jpeg_region_1.png,14,,,,,1.0,lythrum_ovalifolium_156.jpeg,45356,lythrum_ovalifolium,1,1
lythrum_californicum_1257.jpg_region_4.png,17,1.0,,1.0,,,lythrum_californicum_1257.jpg,21302,lythrum_californicum,1,1
lythrum_alatum_7469.jpeg_region_5.png,21,,,,1.0,1.0,lythrum_alatum_7469.jpeg,42178,lythrum_alatum,1,1
lythrum_salicaria_11735.jpeg_region_2.png,10,1.0,,1.0,,,lythrum_salicaria_11735.jpeg,11734,lythrum_salicaria,0,0
lythrum_alatum_6703.jpeg_region_2.png,6,1.0,,1.0,,,lythrum_alatum_6703.jpeg,41412,lythrum_alatum,1,1
lythrum_californicum_560.jpg_region_2.png,0,,,,1.0,,lythrum_californicum_560.jpg,20605,lythrum_californicum,1,1
lythrum_salicaria_2156.jpg_region_2.png,25,1.0,,1.0,,,lythrum_salicaria_2156.jpg,2155,lythrum_salicaria,0,0
lythrum_alatum_8670.jpg_region_2.png,15,,,,,1.0,lythrum_alatum_8670.jpg,43378,lythrum_alatum,1,1
lythrum_salicaria_12807.jpeg_region_1.png,19,1.0,,1.0,,,lythrum_salicaria_12807.jpeg,12806,lythrum_salicaria,0,1
lythrum_alatum_4063.jpg_region_3.png,15,,,,,1.0,lythrum_alatum_4063.jpg,38772,lythrum_alatum,1,1
lythrum_virgatum_228.jpeg_region_2.png,19,1.0,,1.0,,,lythrum_virgatum_228.jpeg,32398,lythrum_virgatum,0,0
lythrum_alatum_6034.jpg_region_1.png,7,1.0,,1.0,,,lythrum_alatum_6034.jpg,40743,lythrum_alatum,1,0
lythrum_lineare_004.jpg_region_3.png,4,,,,,1.0,lythrum_lineare_004.jpg,19580,lythrum_lineare,1,1
lythrum_alatum_8755.jpeg_region_5.png,6,1.0,,1.0,,,lythrum_alatum_8755.jpeg,43463,lythrum_alatum,1,1
lythrum_alatum_8289.jpeg_region_3.png,9,,1.0,,,,lythrum_alatum_8289.jpeg,42997,lythrum_alatum,1,1
lythrum_portula_248.jpg_region_8.png,12,1.0,,1.0,,,lythrum_portula_248.jpg,17407,lythrum_portula,1,1
lythrum_alatum_2613.jpg_region_2.png,27,,,,,1.0,lythrum_alatum_2613.jpg,37322,lythrum_alatum,1,1
lythrum_salicaria_6377.jpeg_region_2.png,6,1.0,,1.0,,,lythrum_salicaria_6377.jpeg,6376,lythrum_salicaria,0,0
lythrum_salicaria_1652.jpeg_region_2.png,25,1.0,,1.0,,,lythrum_salicaria_1652.jpeg,1651,lythrum_salicaria,0,1
lythrum_californicum_1145.jpg_region_4.png,8,1.0,,,,,lythrum_californicum_1145.jpg,21190,lythrum_californicum,1,1
lythrum_salicaria_9153.jpeg_region_4.png,8,1.0,,,,,lythrum_salicaria_9153.jpeg,9152,lythrum_salicaria,0,1
lythrum_salicaria_12869.jpeg_region_4.png,20,1.0,1.0,,,,lythrum_salicaria_12869.jpeg,12868,lythrum_salicaria,0,1
lythrum_salicaria_2554.jpeg_region_6.png,19,1.0,,1.0,,,lythrum_salicaria_2554.jpeg,2553,lythrum_salicaria,0,0
lythrum_californicum_1065.jpeg_region_1.png,8,1.0,,,,,lythrum_californicum_1065.jpeg,21110,lythrum_californicum,1,1
lythrum_virgatum_1353.jpeg_region_5.png,23,,1.0,,,,lythrum_virgatum_1353.jpeg,33523,lythrum_virgatum,0,1
lythrum_californicum_792.jpeg_region_2.png,25,1.0,,1.0,,,lythrum_californicum_792.jpeg,20837,lythrum_californicum,1,1
lythrum_californicum_639.jpeg_region_5.png,25,1.0,,1.0,,,lythrum_californicum_639.jpeg,20684,lythrum_californicum,1,1
lythrum_virgatum_1287.jpg_region_4.png,23,,1.0,,,,lythrum_virgatum_1287.jpg,33457,lythrum_virgatum,0,1
lythrum_alatum_3535.jpeg_region_3.png,23,,1.0,,,,lythrum_alatum_3535.jpeg,38244,lythrum_alatum,1,0
lythrum_salicaria_2985.jpg_region_1.png,26,,,,,1.0,lythrum_salicaria_2985.jpg,2984,lythrum_salicaria,0,1
lythrum_salicaria_12454.jpeg_region_2.png,27,,,,,1.0,lythrum_salicaria_12454.jpeg,12453,lythrum_salicaria,0,0
lythrum_salicaria_12130.jpeg_region_2.png,29,1.0,1.0,,,,lythrum_salicaria_12130.jpeg,12129,lythrum_salicaria,0,1
lythrum_alatum_3756.jpg_region_8.png,16,1.0,1.0,1.0,,,lythrum_alatum_3756.jpg,38465,lythrum_alatum,1,1
lythrum_alatum_1867.jpg_region_2.png,25,1.0,,1.0,,,lythrum_alatum_1867.jpg,36576,lythrum_alatum,1,0
lythrum_alatum_8212.jpeg_region_4.png,23,,1.0,,,,lythrum_alatum_8212.jpeg,42920,lythrum_alatum,1,1
lythrum_salicaria_9793.jpeg_region_5.png,14,,,,,1.0,lythrum_salicaria_9793.jpeg,9792,lythrum_salicaria,0,1
lythrum_salicaria_7747.jpeg_region_1.png,10,1.0,,1.0,,,lythrum_salicaria_7747.jpeg,7746,lythrum_salicaria,0,0
lythrum_alatum_10333.jpg_region_4.png,13,,,,,1.0,lythrum_alatum_10333.jpg,45041,lythrum_alatum,1,1
lythrum_portula_551.jpeg_region_4.png,21,,,,1.0,1.0,lythrum_portula_551.jpeg,17710,lythrum_portula,1,1
lythrum_junceum_1820.jpeg_region_1.png,16,1.0,1.0,1.0,,,lythrum_junceum_1820.jpeg,15149,lythrum_junceum,1,1
lythrum_alatum_7708.jpeg_region_4.png,2,1.0,,1.0,,,lythrum_alatum_7708.jpeg,42417,lythrum_alatum,1,1
lythrum_junceum_1831.jpeg_region_5.png,12,1.0,,1.0,,,lythrum_junceum_1831.jpeg,15160,lythrum_junceum,1,1
lythrum_alatum_6151.jpg_region_5.png,29,1.0,1.0,,,,lythrum_alatum_6151.jpg,40860,lythrum_alatum,1,0
lythrum_alatum_1871.jpg_region_1.png,17,1.0,,1.0,,,lythrum_alatum_1871.jpg,36580,lythrum_alatum,1,1
lythrum_salicaria_5047.jpeg_region_2.png,26,,,,,1.0,lythrum_salicaria_5047.jpeg,5046,lythrum_salicaria,0,0
lythrum_salicaria_3867.jpeg_region_3.png,14,,,,,1.0,lythrum_salicaria_3867.jpeg,3866,lythrum_salicaria,0,1
lythrum_salicaria_9742.jpeg_region_3.png,15,,,,,1.0,lythrum_salicaria_9742.jpeg,9741,lythrum_salicaria,0,1
lythrum_salicaria_11075.jpeg_region_5.png,8,1.0,,,,,lythrum_salicaria_11075.jpeg,11074,lythrum_salicaria,0,0
lythrum_portula_591.jpeg_region_1.png,7,1.0,,1.0,,,lythrum_portula_591.jpeg,17750,lythrum_portula,1,1
lythrum_salicaria_2732.jpeg_region_3.png,1,,1.0,,,,lythrum_salicaria_2732.jpeg,2731,lythrum_salicaria,0,0
lythrum_salicaria_12560.jpeg_region_3.png,9,,1.0,,,,lythrum_salicaria_12560.jpeg,12559,lythrum_salicaria,0,0
lythrum_junceum_1071.jpeg_region_2.png,21,,,,1.0,1.0,lythrum_junceum_1071.jpeg,14401,lythrum_junceum,1,1
lythrum_portula_676.jpeg_region_2.png,0,,,,1.0,,lythrum_portula_676.jpeg,17835,lythrum_portula,1,1
lythrum_salicaria_12295.jpeg_region_3.png,23,,1.0,,,,lythrum_salicaria_12295.jpeg,12294,lythrum_salicaria,0,0
lythrum_salicaria_11350.jpg_region_4.png,23,,1.0,,,,lythrum_salicaria_11350.jpg,11349,lythrum_salicaria,0,0
lythrum_alatum_4303.jpg_region_2.png,3,,1.0,1.0,,,lythrum_alatum_4303.jpg,39012,lythrum_alatum,1,0
lythrum_lineare_357.jpeg_region_3.png,21,,,,1.0,1.0,lythrum_lineare_357.jpeg,19933,lythrum_lineare,1,1
lythrum_salicaria_2334.jpeg_region_6.png,10,1.0,,1.0,,,lythrum_salicaria_2334.jpeg,2333,lythrum_salicaria,0,1
lythrum_portula_203.jpg_region_1.png,19,1.0,,1.0,,,lythrum_portula_203.jpg,17362,lythrum_portula,1,1
lythrum_junceum_385.jpeg_region_1.png,27,,,,,1.0,lythrum_junceum_385.jpeg,13715,lythrum_junceum,1,1
lythrum_californicum_1286.jpeg_region_2.png,13,,,,,1.0,lythrum_californicum_1286.jpeg,21331,lythrum_californicum,1,1
lythrum_salicaria_7104.jpeg_region_2.png,16,1.0,1.0,1.0,,,lythrum_salicaria_7104.jpeg,7103,lythrum_salicaria,0,0
lythrum_junceum_1331.jpeg_region_1.png,10,1.0,,1.0,,,lythrum_junceum_1331.jpeg,14661,lythrum_junceum,1,1
lythrum_californicum_474.jpeg_region_1.png,8,1.0,,,,,lythrum_californicum_474.jpeg,20519,lythrum_californicum,1,1
lythrum_salicaria_11498.jpeg_region_3.png,25,1.0,,1.0,,,lythrum_salicaria_11498.jpeg,11497,lythrum_salicaria,0,1
lythrum_salicaria_6407.jpeg_region_4.png,2,1.0,,1.0,,,lythrum_salicaria_6407.jpeg,6406,lythrum_salicaria,0,1
lythrum_salicaria_2977.jpg_region_3.png,27,,,,,1.0,lythrum_salicaria_2977.jpg,2976,lythrum_salicaria,0,1
lythrum_salicaria_10057.jpeg_region_5.png,16,1.0,1.0,1.0,,,lythrum_salicaria_10057.jpeg,10056,lythrum_salicaria,0,0
lythrum_salicaria_5430.jpeg_region_8.png,5,1.0,,1.0,,,lythrum_salicaria_5430.jpeg,5429,lythrum_salicaria,0,1
lythrum_alatum_8686.jpg_region_3.png,5,1.0,,1.0,,,lythrum_alatum_8686.jpg,43394,lythrum_alatum,1,0
lythrum_salicaria_1038.jpg_region_5.png,19,1.0,,1.0,,,lythrum_salicaria_1038.jpg,1037,lythrum_salicaria,0,1
lythrum_alatum_1505.jpeg_region_5.png,2,1.0,,1.0,,,lythrum_alatum_1505.jpeg,36214,lythrum_alatum,1,1
lythrum_salicaria_11160.jpeg_region_5.png,2,1.0,,1.0,,,lythrum_salicaria_11160.jpeg,11159,lythrum_salicaria,0,0
lythrum_virgatum_1795.jpeg_region_5.png,5,1.0,,1.0,,,lythrum_virgatum_1795.jpeg,33965,lythrum_virgatum,0,0
lythrum_alatum_7769.jpg_region_5.png,25,1.0,,1.0,,,lythrum_alatum_7769.jpg,42478,lythrum_alatum,1,1
lythrum_salicaria_10975.jpeg_region_1.png,17,1.0,,1.0,,,lythrum_salicaria_10975.jpeg,10974,lythrum_salicaria,0,1
lythrum_alatum_8214.jpg_region_7.png,22,,,,,1.0,lythrum_alatum_8214.jpg,42922,lythrum_alatum,1,1
lythrum_virgatum_288.jpeg_region_2.png,19,1.0,,1.0,,,lythrum_virgatum_288.jpeg,32458,lythrum_virgatum,0,1
lythrum_salicaria_7400.jpeg_region_3.png,8,1.0,,,,,lythrum_salicaria_7400.jpeg,7399,lythrum_salicaria,0,0
lythrum_alatum_6534.jpg_region_6.png,16,1.0,1.0,1.0,,,lythrum_alatum_6534.jpg,41243,lythrum_alatum,1,1
lythrum_californicum_1062.jpg_region_4.png,17,1.0,,1.0,,,lythrum_californicum_1062.jpg,21107,lythrum_californicum,1,0
lythrum_salicaria_11615.jpeg_region_2.png,18,1.0,1.0,,,,lythrum_salicaria_11615.jpeg,11614,lythrum_salicaria,0,0
lythrum_salicaria_4736.jpeg_region_1.png,12,1.0,,1.0,,,lythrum_salicaria_4736.jpeg,4735,lythrum_salicaria,0,0
lythrum_virgatum_053.jpg_region_2.png,25,1.0,,1.0,,,lythrum_virgatum_053.jpg,32223,lythrum_virgatum,0,0
lythrum_salicaria_4852.jpeg_region_1.png,27,,,,,1.0,lythrum_salicaria_4852.jpeg,4851,lythrum_salicaria,0,1
lythrum_alatum_5729.jpg_region_10.png,17,1.0,,1.0,,,lythrum_alatum_5729.jpg,40438,lythrum_alatum,1,1
lythrum_junceum_3097.jpg_region_2.png,9,,1.0,,,,lythrum_junceum_3097.jpg,16426,lythrum_junceum,1,1
lythrum_salicaria_10341.jpeg_region_1.png,10,1.0,,1.0,,,lythrum_salicaria_10341.jpeg,10340,lythrum_salicaria,0,0
lythrum_salicaria_9532.jpeg_region_2.png,2,1.0,,1.0,,,lythrum_salicaria_9532.jpeg,9531,lythrum_salicaria,0,0
lythrum_salicaria_11957.jpeg_region_1.png,29,1.0,1.0,,,,lythrum_salicaria_11957.jpeg,11956,lythrum_salicaria,0,0
lythrum_alatum_5054.jpg_region_1.png,6,1.0,,1.0,,,lythrum_alatum_5054.jpg,39763,lythrum_alatum,1,1
