,filename,obs_id,group,y_true,y_pred,hand,background/undefined,characteristic_traits,coverage_frac
26,lythrum_salicaria_10684.jpeg,10683,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.11253383458646617
27,lythrum_alatum_328.jpg,35037,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.08266666666666667
28,lythrum_maritimum_128.jpg,13232,lythrum maritimum,1,1,,,"['opposite', 'subsessile', 'prostrate']",0.044992
29,lythrum_junceum_2968.jpeg,16297,lythrum junceum,1,1,,,"['inflorescence raceme', 'flowers solitary in leaf axils', 'floral tube obconic', 'floral tube red dotted', 'petals purple', 'stamens 12']",0.0513
30,lythrum_salicaria_3431.jpg,3430,lythrum salicaria,0,0,1.0,,[],0.04447466666666667
31,lythrum_ovalifolium_045.jpg,45245,lythrum ovalifolium,1,1,1.0,,[],0.040426666666666666
32,lythrum_virgatum_2130.jpg,34300,lythrum virgatum,0,1,,1.0,[],0.06920797720797721
33,lythrum_salicaria_5091.jpeg,5090,lythrum salicaria,0,1,,,"['inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12']",0.028026666666666665
34,lythrum_salicaria_341.jpg,340,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.167296
35,lythrum_ovalifolium_115.jpg,45315,lythrum ovalifolium,1,1,,1.0,[],0.08374933333333333
36,lythrum_junceum_656.jpeg,13986,lythrum junceum,1,1,,,"['inflorescence raceme', 'flowers solitary in leaf axils', 'floral tube obconic', 'floral tube red dotted', 'petals purple', 'stamens 12']",0.11568
37,lythrum_virgatum_177.jpeg,32347,lythrum virgatum,0,1,,,"['opposite', 'sessile', 'narrower at the base', 'erect']",0.07655466666666666
38,lythrum_lineare_121.jpg,19697,lythrum lineare,1,1,,1.0,[],0.048336
39,lythrum_salicaria_4537.jpeg,4536,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.12345907473309609
40,lythrum_junceum_3066.jpg,16395,lythrum junceum,1,1,,,"['inflorescence raceme', 'flowers solitary in leaf axils', 'floral tube obconic', 'floral tube red dotted', 'petals purple', 'stamens 12']",0.195424
41,lythrum_salicaria_742.jpg,741,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.167456
42,lythrum_alatum_3595.jpg,38304,lythrum alatum,1,1,,,"['inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6']",0.12335384615384615
43,lythrum_alatum_1997.jpeg,36706,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.05154787234042553
44,lythrum_salicaria_7026.jpeg,7025,lythrum salicaria,0,0,,,"['inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12']",0.07637837837837838
45,lythrum_salicaria_2478.jpeg,2477,lythrum salicaria,0,1,,1.0,[],0.08732132132132132
46,lythrum_alatum_5746.jpg,40455,lythrum alatum,1,1,,1.0,[],0.0816
47,lythrum_salicaria_12280.jpg,12279,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.19686
48,lythrum_portula_2096.jpeg,19255,lythrum portula,1,0,,1.0,[],0.13430933333333334
49,lythrum_salicaria_827.jpg,826,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.052901333333333335
50,lythrum_alatum_7603.jpg,42312,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.133184
51,lythrum_virgatum_2106.jpeg,34276,lythrum virgatum,0,0,,,"['inflorescence spikelike to raceme', 'flowers in whorled clusters', 'floral tube cylindrical', 'petals pink to purple', 'stamens 10-14']",0.034341333333333335
52,lythrum_salicaria_1532.jpeg,1531,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.0900711743772242
53,lythrum_salicaria_5374.jpg,5373,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base']",0.10524324324324325
54,lythrum_alatum_6086.jpg,40795,lythrum alatum,1,0,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.034656
55,lythrum_salicaria_9246.jpeg,9245,lythrum salicaria,0,0,,1.0,[],0.049930666666666665
56,lythrum_alatum_504.jpg,35213,lythrum alatum,1,1,1.0,1.0,[],0.12191466666666667
57,lythrum_alatum_1283.jpeg,35992,lythrum alatum,1,1,,1.0,[],0.10226595744680851
58,lythrum_salicaria_11097.jpeg,11096,lythrum salicaria,0,0,1.0,,[],0.05346666666666667
59,lythrum_californicum_2021.jpeg,22066,lythrum californicum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'linear', 'inflorescence raceme', 'petals purple', 'stamens 5-8']",0.084144
60,lythrum_alatum_3384.jpg,38093,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6', 'erect']",0.049136
61,lythrum_salicaria_1054.jpg,1053,lythrum salicaria,0,1,,1.0,[],0.09847058823529412
62,lythrum_alatum_9979.jpeg,44687,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6', 'erect']",0.13741333333333333
63,lythrum_junceum_2375.jpeg,15704,lythrum junceum,1,1,,,"['alternate', 'subsessile', 'obtuse to truncate at the base']",0.05778169014084507
64,lythrum_salicaria_11918.jpeg,11917,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.03454054054054054
65,lythrum_salicaria_1004.jpg,1003,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base']",0.010944
66,lythrum_virgatum_1322.jpeg,33492,lythrum virgatum,0,0,,,"['opposite', 'sessile', 'narrower at the base', 'erect']",0.038
67,lythrum_alatum_2600.jpeg,37309,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6', 'erect']",0.06852991452991453
68,lythrum_flexuosum_032.jpeg,16778,lythrum flexuosum,1,1,,1.0,[],0.0424468085106383
69,lythrum_salicaria_2479.jpg,2478,lythrum salicaria,0,0,,1.0,[],0.11513167259786476
70,lythrum_salicaria_12805.jpeg,12804,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12']",0.02462621359223301
71,lythrum_junceum_2651.jpeg,15980,lythrum junceum,1,0,,,"['alternate', 'subsessile', 'obtuse to truncate at the base', 'sprawling or ascending']",0.03494933333333333
72,lythrum_alatum_4317.jpg,39026,lythrum alatum,1,0,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.09646933333333334
73,lythrum_alatum_3937.jpeg,38646,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6']",0.070224
74,lythrum_alatum_7562.jpg,42271,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.12212775330396476
75,lythrum_salicaria_7631.jpg,7630,lythrum salicaria,0,1,,1.0,[],0.2743003003003003
76,lythrum_portula_1883.jpg,19042,lythrum portula,1,1,,1.0,[],0.030377245508982034
77,lythrum_salicaria_774.jpg,773,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.09082666666666667
78,lythrum_flagellare_172.jpeg,16994,lythrum flagellare,1,1,,1.0,[],0.052282666666666665
79,lythrum_junceum_443.jpeg,13773,lythrum junceum,1,1,,,"['alternate', 'subsessile', 'obtuse to truncate at the base', 'sprawling or ascending']",0.06657446808510638
80,lythrum_salicaria_2018.jpg,2017,lythrum salicaria,0,0,,,"['inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12']",0.13489066666666666
81,lythrum_alatum_2823.jpeg,37532,lythrum alatum,1,0,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6', 'erect']",0.09493866666666667
82,lythrum_junceum_313.jpg,13643,lythrum junceum,1,1,,,"['alternate', 'subsessile', 'obtuse to truncate at the base']",0.032276
83,lythrum_alatum_3861.jpeg,38570,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.13387900355871887
84,lythrum_salicaria_6194.jpeg,6193,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.1108663101604278
85,lythrum_californicum_368.jpeg,20413,lythrum californicum,1,1,,1.0,[],0.12849066666666667
86,lythrum_salicaria_8149.jpeg,8148,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.059376
87,lythrum_alatum_378.jpg,35087,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.11176533333333333
88,lythrum_alatum_9565.jpeg,44273,lythrum alatum,1,1,,,"['inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6']",0.046272
89,lythrum_alatum_9679.jpg,44387,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6', 'erect']",0.181992
90,lythrum_californicum_1736.jpg,21781,lythrum californicum,1,1,,1.0,[],0.05249645390070922
91,lythrum_salicaria_5836.jpg,5835,lythrum salicaria,0,0,,,"['inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12', 'erect']",0.12727466666666667
92,lythrum_junceum_2750.jpeg,16079,lythrum junceum,1,1,,,"['alternate', 'subsessile', 'obtuse to truncate at the base']",0.09746133333333333
93,lythrum_salicaria_5428.jpeg,5427,lythrum salicaria,0,0,,1.0,[],0.06866666666666667
94,lythrum_junceum_3198.jpeg,16527,lythrum junceum,1,1,,,"['alternate', 'subsessile', 'obtuse to truncate at the base', 'inflorescence raceme', 'flowers solitary in leaf axils', 'floral tube obconic', 'floral tube red dotted', 'petals purple', 'stamens 12']",0.040976
95,lythrum_junceum_1500.jpeg,14829,lythrum junceum,1,1,,1.0,[],0.08316266666666666
96,lythrum_alatum_3155.jpg,37864,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base']",0.11132467532467533
97,lythrum_virgatum_1685.jpeg,33855,lythrum virgatum,0,0,,,"['opposite', 'sessile', 'narrower at the base', 'erect']",0.08968
98,lythrum_salicaria_8321.jpeg,8320,lythrum salicaria,0,0,,,"['inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12']",0.075696
99,lythrum_tribracteatum_290.jpeg,34628,lythrum tribracteatum,1,1,,1.0,[],0.1452012012012012
100,lythrum_salicaria_8032.jpeg,8031,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base']",0.08526726726726727
101,lythrum_virgatum_786.jpg,32956,lythrum virgatum,0,0,1.0,,[],0.0746049822064057
102,lythrum_californicum_1272.jpeg,21317,lythrum californicum,1,1,,,"['inflorescence raceme', 'petals purple', 'stamens 5-8']",0.078976
103,lythrum_salicaria_12867.jpeg,12866,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12', 'erect']",0.065504
104,lythrum_virgatum_238.jpeg,32408,lythrum virgatum,0,0,,,"['opposite', 'sessile', 'narrower at the base', 'erect']",0.13379255319148936
105,lythrum_alatum_8758.jpg,43466,lythrum alatum,1,1,1.0,,[],0.10925333333333333
106,lythrum_virgatum_946.jpeg,33116,lythrum virgatum,0,0,,,"['inflorescence spikelike to raceme', 'flowers in whorled clusters', 'floral tube cylindrical', 'petals pink to purple', 'stamens 10-14']",0.10993066666666666
107,lythrum_californicum_353.jpeg,20398,lythrum californicum,1,1,,,"['inflorescence raceme', 'petals purple', 'stamens 5-8']",0.08009066666666667
108,lythrum_salicaria_4953.jpeg,4952,lythrum salicaria,0,1,,,"['inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12']",0.08486933333333334
109,lythrum_salicaria_9005.jpeg,9004,lythrum salicaria,0,0,1.0,,[],0.09313066666666667
110,lythrum_lineare_415.jpg,19991,lythrum lineare,1,1,,1.0,[],0.051984
111,lythrum_virgatum_941.jpg,33111,lythrum virgatum,0,1,,,"['opposite', 'sessile', 'narrower at the base', 'erect']",0.03648
112,lythrum_junceum_774.jpeg,14104,lythrum junceum,1,1,,1.0,[],0.12508266666666668
113,lythrum_ovalifolium_156.jpeg,45356,lythrum ovalifolium,1,1,,1.0,[],0.06778378378378379
114,lythrum_californicum_1257.jpg,21302,lythrum californicum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'linear', 'erect']",0.066736
115,lythrum_alatum_7469.jpeg,42178,lythrum alatum,1,1,1.0,1.0,[],0.1308888888888889
116,lythrum_salicaria_11735.jpeg,11734,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.07114133333333333
117,lythrum_alatum_6703.jpeg,41412,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.12449849849849849
118,lythrum_californicum_560.jpg,20605,lythrum californicum,1,1,1.0,,[],0.024752
119,lythrum_salicaria_2156.jpg,2155,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.2613153153153153
120,lythrum_alatum_8670.jpg,43378,lythrum alatum,1,1,,1.0,[],0.070864
121,lythrum_salicaria_12807.jpeg,12806,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.0976
122,lythrum_alatum_4063.jpg,38772,lythrum alatum,1,1,,1.0,[],0.13314133333333333
123,lythrum_virgatum_228.jpeg,32398,lythrum virgatum,0,0,,,"['opposite', 'sessile', 'narrower at the base', 'erect']",0.05214893617021277
124,lythrum_alatum_6034.jpg,40743,lythrum alatum,1,0,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.03496
125,lythrum_lineare_004.jpg,19580,lythrum lineare,1,1,,1.0,[],0.049024
126,lythrum_alatum_8755.jpeg,43463,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.132512
127,lythrum_alatum_8289.jpeg,42997,lythrum alatum,1,1,,,"['inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6']",0.05765765765765766
128,lythrum_portula_248.jpg,17407,lythrum portula,1,1,,,"['opposite', 'sessile', 'prostrate and spreading']",0.15179948586118253
129,lythrum_alatum_2613.jpg,37322,lythrum alatum,1,1,,1.0,[],0.103296
130,lythrum_salicaria_6377.jpeg,6376,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.05083985765124555
131,lythrum_salicaria_1652.jpeg,1651,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.10092266666666666
132,lythrum_californicum_1145.jpg,21190,lythrum californicum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'linear']",0.066368
133,lythrum_salicaria_9153.jpeg,9152,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base']",0.064432
134,lythrum_salicaria_12869.jpeg,12868,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12']",0.10489066666666666
135,lythrum_salicaria_2554.jpeg,2553,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.10363963963963964
136,lythrum_californicum_1065.jpeg,21110,lythrum californicum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'linear']",0.017936
137,lythrum_virgatum_1353.jpeg,33523,lythrum virgatum,0,1,,,"['inflorescence spikelike to raceme', 'flowers in whorled clusters', 'floral tube cylindrical', 'petals pink to purple', 'stamens 10-14']",0.15908444444444444
138,lythrum_californicum_792.jpeg,20837,lythrum californicum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'linear', 'erect']",0.054528
139,lythrum_californicum_639.jpeg,20684,lythrum californicum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'linear', 'erect']",0.12781818181818183
140,lythrum_virgatum_1287.jpg,33457,lythrum virgatum,0,1,,,"['inflorescence spikelike to raceme', 'flowers in whorled clusters', 'floral tube cylindrical', 'petals pink to purple', 'stamens 10-14']",0.066512
141,lythrum_alatum_3535.jpeg,38244,lythrum alatum,1,0,,,"['inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6']",0.06365165165165165
142,lythrum_salicaria_2985.jpg,2984,lythrum salicaria,0,1,,1.0,[],0.22273107049608354
143,lythrum_salicaria_12454.jpeg,12453,lythrum salicaria,0,0,,1.0,[],0.12035733333333333
144,lythrum_salicaria_12130.jpeg,12129,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12']",0.08618666666666666
145,lythrum_alatum_3756.jpg,38465,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6', 'erect']",0.20218562874251497
146,lythrum_alatum_1867.jpg,36576,lythrum alatum,1,0,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.1625644599303136
147,lythrum_alatum_8212.jpeg,42920,lythrum alatum,1,1,,,"['inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6']",0.07826337448559671
148,lythrum_salicaria_9793.jpeg,9792,lythrum salicaria,0,1,,1.0,[],0.09042666666666667
149,lythrum_salicaria_7747.jpeg,7746,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.17467733333333332
150,lythrum_alatum_10333.jpg,45041,lythrum alatum,1,1,,1.0,[],0.10427733333333333
151,lythrum_portula_551.jpeg,17710,lythrum portula,1,1,1.0,1.0,[],0.13807466666666668
152,lythrum_junceum_1820.jpeg,15149,lythrum junceum,1,1,,,"['alternate', 'subsessile', 'obtuse to truncate at the base', 'inflorescence raceme', 'flowers solitary in leaf axils', 'floral tube obconic', 'floral tube red dotted', 'petals purple', 'stamens 12', 'sprawling or ascending']",0.06868266666666667
153,lythrum_alatum_7708.jpeg,42417,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.16866066066066066
154,lythrum_junceum_1831.jpeg,15160,lythrum junceum,1,1,,,"['alternate', 'subsessile', 'obtuse to truncate at the base', 'sprawling or ascending']",0.21229333333333333
155,lythrum_alatum_6151.jpg,40860,lythrum alatum,1,0,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6']",0.10314714714714715
156,lythrum_alatum_1871.jpg,36580,lythrum alatum,1,1,,,"['opposite', 'opposite, becoming alternate distally', 'sessile', 'attenuate at the base', 'erect']",0.07462933333333334
157,lythrum_salicaria_5047.jpeg,5046,lythrum salicaria,0,0,,1.0,[],0.061322666666666664
158,lythrum_salicaria_3867.jpeg,3866,lythrum salicaria,0,1,,1.0,[],0.06687466666666667
159,lythrum_salicaria_9742.jpeg,9741,lythrum salicaria,0,1,,1.0,[],0.08299733333333334
160,lythrum_salicaria_11075.jpeg,11074,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base']",0.10917866666666666
161,lythrum_portula_591.jpeg,17750,lythrum portula,1,1,,,"['opposite', 'sessile', 'prostrate and spreading']",0.07961066666666666
162,lythrum_salicaria_2732.jpeg,2731,lythrum salicaria,0,0,,,"['inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12']",0.15312533333333334
163,lythrum_salicaria_12560.jpeg,12559,lythrum salicaria,0,0,,,"['inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12']",0.09428571428571429
164,lythrum_junceum_1071.jpeg,14401,lythrum junceum,1,1,1.0,1.0,[],0.0304
165,lythrum_portula_676.jpeg,17835,lythrum portula,1,1,1.0,,[],0.06841066666666666
166,lythrum_salicaria_12295.jpeg,12294,lythrum salicaria,0,0,,,"['inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12']",0.14713066666666666
167,lythrum_salicaria_11350.jpg,11349,lythrum salicaria,0,0,,,"['inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12']",0.07692822966507178
168,lythrum_alatum_4303.jpg,39012,lythrum alatum,1,0,,,"['inflorescence raceme', 'petals purple', 'floral tube cylindrical', 'stamens 6', 'erect']",0.1094431137724551
169,lythrum_lineare_357.jpeg,19933,lythrum lineare,1,1,1.0,1.0,[],0.2224
170,lythrum_salicaria_2334.jpeg,2333,lythrum salicaria,0,1,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'erect']",0.14542933333333333
171,lythrum_portula_203.jpg,17362,lythrum portula,1,1,,,"['opposite', 'sessile', 'prostrate and spreading']",0.017328
172,lythrum_junceum_385.jpeg,13715,lythrum junceum,1,1,,1.0,[],0.06952552552552553
173,lythrum_californicum_1286.jpeg,21331,lythrum californicum,1,1,,1.0,[],0.105728
174,lythrum_salicaria_7104.jpeg,7103,lythrum salicaria,0,0,,,"['opposite', 'sessile', 'opposite, becoming alternate distally', 'rounded at the base', 'inflorescence spikelike', 'flowers in whorled clusters', 'calyx with alternate long and small teeth', 'floral tube cylindrical', 'petals purple', 'stamens 12', 'erect']",0.053370666666666663
