observation_id,species,term,value,date,latitude,longitude
1819748,Trifolium pratense,Plant Phenology,Flowering,2015-07-30,60.462693,-151.07669
1850066,Trifolium pratense,Plant Phenology,Flowering,2015-08-09,46.20202046,-61.37000284
1855848,Trifolium pratense,Plant Phenology,Flowering,2015-08-12,44.664407,-73.345943
1894728,Trifolium pratense,Plant Phenology,Flowering,2015-08-26,44.069676,-73.355978
1915849,Trifolium pratense,Plant Phenology,Flowering,2015-08-31,43.583008,-110.756973
1930342,Trifolium pratense,Plant Phenology,Flowering,2015-08-13,44.4604333333,-72.3263166667
1932936,Trifolium pratense,Plant Phenology,Flowering,2015-08-13,44.4626916667,-72.3444716667
1935009,Trifolium pratense,Plant Phenology,Flowering,2015-09-10,44.475871,-73.185222
1940452,Trifolium pratense,Plant Phenology,Flowering,2015-09-12,42.7578764083,-70.9439298292
1946180,Trifolium pratense,Plant Phenology,Flowering,2015-09-13,36.225129,-81.64275
1950526,Trifolium pratense,Plant Phenology,Flowering,2015-08-22,43.1217016667,-71.6092266667
1956878,Trifolium pratense,Plant Phenology,Flowering,2015-09-13,44.498151,-73.170062
2003265,Trifolium pratense,Plant Phenology,Flowering,2015-09-04,44.3844866667,-72.488605
2005275,Trifolium pratense,Plant Phenology,Flowering,2015-09-26,44.335242,-69.177162
2006862,Trifolium pratense,Plant Phenology,Flowering,2015-09-06,44.329355,-72.5028916667
2098152,Trifolium pratense,Plant Phenology,Flowering,2015-10-11,44.665901,-73.339508
2101472,Trifolium pratense,Plant Phenology,Flowering,2015-09-23,41.714154,-87.885647
2754514,Trifolium pratense,Plant Phenology,Fruiting,2015-08-31,38.9916383333,-76.9610666667
11471256,Trifolium pratense,Plant Phenology,Flowering,2015-08-19,42.0404470671,-75.1912179085
31082469,Trifolium pratense,Plant Phenology,Flowering,2015-09-21,44.4830093513,-72.9872473654
39201379,Trifolium pratense,Plant Phenology,Flowering,2015-08-22,46.520982,-84.282624
39201409,Trifolium pratense,Plant Phenology,Flowering,2015-08-03,46.521967,-84.279412
58096786,Trifolium pratense,Plant Phenology,Flowering,2015-09-19,43.1970133333,-77.87358
68421010,Trifolium pratense,Plant Phenology,Flowering,2015-07-22,50.9282222222,-100.0431111111
69776685,Trifolium pratense,Plant Phenology,Flowering,2015-10-04,39.2727482733,-84.4834477659
110976864,Trifolium pratense,Plant Phenology,Flowering,2015-08-27,47.019281,-91.67328
128071549,Trifolium pratense,Plant Phenology,Flowering,2015-10-08,36.8084718488,-81.4161933912
2301989,Trifolium pratense,Plant Phenology,Flowering,2015-10-23,39.335519,-82.016302
2349981,Trifolium pratense,Plant Phenology,Flowering,2015-10-22,36.5111716667,-75.9383466667
2394211,Trifolium pratense,Plant Phenology,Flowering,2015-11-08,43.2712783333,-72.4575216667
2395228,Trifolium pratense,Plant Phenology,Flowering,2015-11-16,44.253985,-72.5718216667
2542754,Trifolium pratense,Plant Phenology,No Evidence of Flowering,2016-01-02,39.1643714486,-76.9567936566
69829181,Trifolium pratense,Plant Phenology,Flowering,2015-10-30,39.2432807297,-84.4606703132
3091338,Trifolium pratense,Plant Phenology,Flowering,2016-05-03,36.8540736345,-80.3340605715
3091758,Trifolium pratense,Plant Phenology,Flowering,2016-05-02,45.5442466667,-122.5765533333
3206728,Trifolium pratense,Plant Phenology,Flowering,2016-05-18,34.9472993321,-88.9074131535
3214655,Trifolium pratense,Plant Phenology,Flowering,2016-05-19,38.915550923,-77.0933636092
3214753,Trifolium pratense,Plant Phenology,Flowering,2016-05-19,38.9155901922,-77.0930985735
3214908,Trifolium pratense,Plant Phenology,Flowering,2016-05-19,38.9482623,-77.0180781
3214909,Trifolium pratense,Plant Phenology,Flowering,2016-05-19,38.9482623,-77.0180781
3214994,Trifolium pratense,Plant Phenology,Flowering,2016-05-19,38.9484421,-77.0175382
3215298,Trifolium pratense,Plant Phenology,Flowering,2016-05-19,38.9483211888,-77.0176823997
3220406,Trifolium pratense,Plant Phenology,Flowering,2016-05-19,38.9482831,-77.0181079
3220407,Trifolium pratense,Plant Phenology,Flowering,2016-05-19,38.9482625,-77.0180705
3223759,Trifolium pratense,Plant Phenology,Flowering,2016-05-20,39.9341798947,-77.5910334104
3258112,Trifolium pratense,Plant Phenology,Flowering,2016-05-21,45.6225602422,-122.6676269901
3261061,Trifolium pratense,Plant Phenology,Flowering,2016-05-21,39.7619815732,-75.6816653373
3306969,Trifolium pratense,Plant Phenology,Flowering,2016-05-26,41.1487551313,-73.9700365719
3322936,Trifolium pratense,Plant Phenology,Flowering,2016-05-28,44.3297605589,-72.5754473918
3332512,Trifolium pratense,Plant Phenology,Flowering,2016-05-29,43.79549111,-72.24777399
3333733,Trifolium pratense,Plant Phenology,Flowering,2016-05-29,41.5639083333,-87.9792416667
3339928,Trifolium pratense,Plant Phenology,Flowering,2016-05-28,37.1293916667,-93.2384866667
3356719,Trifolium pratense,Plant Phenology,Flowering,2016-05-31,41.962809,-87.631781
3361998,Trifolium pratense,Plant Phenology,Flowering,2016-06-01,46.243962,-123.426504
3363269,Trifolium pratense,Plant Phenology,Flowering,2016-06-01,42.9769444444,-73.8422222222
3367402,Trifolium pratense,Plant Phenology,Flowering,2016-06-02,43.68975092,-72.32206166
3387546,Trifolium pratense,Plant Phenology,Flowering,2016-06-05,43.32555845,-72.51365598
3394496,Trifolium pratense,Plant Phenology,Flowering,2016-06-06,43.77820696,-72.21041
3411569,Trifolium pratense,Plant Phenology,Flowering,2016-06-08,43.82532245,-72.28683026
3415008,Trifolium pratense,Plant Phenology,Flowering,2016-05-28,41.815098,-88.090117
3423169,Trifolium pratense,Plant Phenology,Flowering,2016-06-09,43.68877547,-72.3261394
3428204,Trifolium pratense,Plant Phenology,Flowering,2016-06-10,40.5861735251,-73.8869839814
3455711,Trifolium pratense,Plant Phenology,Flowering,2016-06-14,43.82108847,-72.19169018
3456337,Trifolium pratense,Plant Phenology,Flowering,2016-06-12,44.3531288761,-68.3458194793
3476937,Trifolium pratense,Plant Phenology,Flowering,2016-06-18,40.791592,-73.916449
3480948,Trifolium pratense,Plant Phenology,Flowering,2016-06-10,41.960083,-88.054942
3482569,Trifolium pratense,Plant Phenology,Flowering,2016-06-19,44.3246348156,-72.510551177
3489400,Trifolium pratense,Plant Phenology,Flowering,2016-06-20,41.69567444,-69.98912851
3495287,Trifolium pratense,Plant Phenology,Flowering,2016-06-20,41.3721,-88.1316305
3496636,Trifolium pratense,Plant Phenology,Flowering,2016-06-21,43.83879257,-72.20388322
3502647,Trifolium pratense,Plant Phenology,Flowering,2016-06-22,43.8685993,-72.18227894
3508214,Trifolium pratense,Plant Phenology,Flowering,2016-06-23,43.85858006,-72.18873457
3511274,Trifolium pratense,Plant Phenology,Flowering,2016-06-23,39.3131916667,-77.2818533333
3526578,Trifolium pratense,Plant Phenology,Flowering,2016-06-26,43.8046599,-72.19145581
3532758,Trifolium pratense,Plant Phenology,Flowering,2016-06-27,43.82210472,-72.27161698
3580963,Trifolium pratense,Plant Phenology,Flowering,2016-06-30,41.7192733333,-88.2974388889
3598213,Trifolium pratense,Plant Phenology,Flowering,2016-07-02,41.8829783333,-89.3435833333
3626786,Trifolium pratense,Plant Phenology,Flowering,2016-06-29,35.745807,-82.277223
3626882,Trifolium pratense,Plant Phenology,Flowering,2016-07-05,43.78047377,-72.21013877
3627758,Trifolium pratense,Plant Phenology,Flowering,2016-07-04,47.6769690977,-122.2523705525
3630067,Trifolium pratense,Plant Phenology,Flowering,2016-07-05,45.5580666667,-122.4272166667
3647186,Trifolium pratense,Plant Phenology,Flowering,2016-07-07,47.5617866667,-122.31588
3653115,Trifolium pratense,Plant Phenology,Flowering,2016-07-09,43.83283556,-72.19026498
3655927,Trifolium pratense,Plant Phenology,Flowering,2016-07-10,44.5960777778,-73.1794055556
9082326,Trifolium pratense,Plant Phenology,Flowering,2016-05-28,36.2789955139,-81.5704803467
9198404,Trifolium pratense,Plant Phenology,Flowering,2016-06-12,51.0294117198,-115.0323486328
14054073,Trifolium pratense,Plant Phenology,Flower Budding,2016-06-22,41.4130877,-73.8650795
15749389,Trifolium pratense,Plant Phenology,Flowering,2016-06-12,44.0003026558,-77.7142269253
20238797,Trifolium pratense,Plant Phenology,Flowering,2016-07-03,43.829958,-72.618996
25381273,Trifolium pratense,Plant Phenology,Flowering,2016-06-15,44.6355261388,-79.0609285004
32806598,Trifolium pratense,Plant Phenology,Flowering,2016-06-21,50.640252591,-114.6673918005
36472164,Trifolium pratense,Plant Phenology,Flowering,2016-06-08,38.5735546035,-76.073148264
37590448,Trifolium pratense,Plant Phenology,Flowering,2016-05-21,34.8484122756,-83.2296306575
39580481,Trifolium pratense,Plant Phenology,Flowering,2016-06-13,41.4948283333,-81.6353422222
41294620,Trifolium pratense,Plant Phenology,Flowering,2016-06-01,39.1613515956,-76.8973444624
42271432,Trifolium pratense,Plant Phenology,Flowering,2016-06-21,44.427963,-110.588455
81616306,Trifolium pratense,Plant Phenology,Flowering,2016-06-28,41.541135,-88.164346
117673173,Trifolium pratense,Plant Phenology,Flowering,2016-05-06,39.3274620965,-84.5731251193
117788057,Trifolium pratense,Plant Phenology,Flowering,2016-05-14,39.3030453616,-84.5392732666
118863120,Trifolium pratense,Plant Phenology,Flowering,2016-06-01,39.3020229438,-84.4367589863
129045905,Trifolium pratense,Plant Phenology,Flowering,2016-07-13,46.9416464134,-121.4689190821
129045906,Trifolium pratense,Plant Phenology,Flowering,2016-07-13,46.9424240607,-121.47016353
191766948,Trifolium pratense,Plant Phenology,Flowering,2016-05-05,44.5208244,-73.2341277
212464918,Trifolium pratense,Plant Phenology,Flowering,2016-05-25,44.0194054158,-94.3628597254
3701383,Trifolium pratense,Plant Phenology,Flowering,2016-07-18,45.0036702681,-79.5828421365
3734182,Trifolium pratense,Plant Phenology,Flowering,2016-07-23,42.371994,-88.0265257
3776807,Trifolium pratense,Plant Phenology,Flowering,2016-07-31,44.43272171,-68.94360065
3829523,Trifolium pratense,Plant Phenology,Flowering,2016-08-03,43.7706581676,-69.3143509534
3838831,Trifolium pratense,Plant Phenology,Flowering,2016-08-08,41.4843105885,-88.0463755131
3840484,Trifolium pratense,Plant Phenology,Flowering,2016-08-07,36.15585,-81.6860583333
3863314,Trifolium pratense,Plant Phenology,Flowering,2016-08-11,41.78145994,-72.72986201
3899459,Trifolium pratense,Plant Phenology,Flowering,2016-08-16,45.5834883333,-122.538995
3918251,Trifolium pratense,Plant Phenology,Flowering,2016-08-18,35.924367872,-80.1207477532
3925741,Trifolium pratense,Plant Phenology,Flowering,2016-08-20,43.7515216667,-72.369475
3929519,Trifolium pratense,Plant Phenology,Flowering,2016-08-20,33.8495489904,-86.5655205399
3948887,Trifolium pratense,Plant Phenology,Flowering,2016-08-20,38.121508,-75.296936
3948888,Trifolium pratense,Plant Phenology,Flowering,2016-08-20,38.121508,-75.296936
3954658,Trifolium pratense,Plant Phenology,Flowering,2016-08-22,46.9479627948,-123.6565303802
3958273,Trifolium pratense,Plant Phenology,Flowering,2016-08-23,52.9264233886,-123.5922378164
3995813,Trifolium pratense,Plant Phenology,Flowering,2016-08-30,43.8104779786,-79.4205716998
4013939,Trifolium pratense,Plant Phenology,Flowering,2016-09-01,42.375609495,-71.072762226
4026911,Trifolium pratense,Plant Phenology,Flowering,2016-09-03,44.91010167,-72.22017869
4033958,Trifolium pratense,Plant Phenology,Flower Budding,2016-09-04,41.1963809794,-73.5125967209
4055190,Trifolium pratense,Plant Phenology,Flowering,2016-09-07,43.2669594605,-72.8690032662
4085639,Trifolium pratense,Plant Phenology,Flowering,2016-09-04,41.500487651,-87.1217819937
4146093,Trifolium pratense,Plant Phenology,Flowering,2016-08-10,47.640178,-121.907322
4147430,Trifolium pratense,Plant Phenology,Flowering,2016-09-19,40.6973561179,-73.997699786
4147461,Trifolium pratense,Plant Phenology,Flowering,2016-09-19,40.697462149,-73.9977485687
4165750,Trifolium pratense,Plant Phenology,Flowering,2016-09-21,47.25074767,-68.58194489
4183878,Trifolium pratense,Plant Phenology,Flowering,2016-09-23,41.5426076503,-87.9255902767
4211335,Trifolium pratense,Plant Phenology,Flowering,2016-09-15,44.5616471324,-69.6616534601
4218558,Trifolium pratense,Plant Phenology,Flowering,2016-08-03,44.4602616667,-67.93416
4277053,Trifolium pratense,Plant Phenology,Flowering,2016-10-05,39.2234970164,-76.7431781721
4304566,Trifolium pratense,Plant Phenology,Flowering,2016-10-04,42.9862136841,-72.5257339478
4312761,Trifolium pratense,Plant Phenology,Flowering,2016-10-09,41.5028944444,-87.9548944444
4313747,Trifolium pratense,Plant Phenology,Flowering,2016-10-01,40.7888436984,-73.9585930109
4774078,Trifolium pratense,Plant Phenology,Flowering,2016-10-10,42.0792806,-87.8836354
15031147,Trifolium pratense,Plant Phenology,Flowering,2016-08-06,42.96588,-72.8932416667
24440391,Trifolium pratense,Plant Phenology,Flowering,2016-07-29,36.4197222222,-81.1852777778
28842157,Trifolium pratense,Plant Phenology,Flowering,2016-07-29,44.4821684275,-72.3879999062
37952505,Trifolium pratense,Plant Phenology,Flowering,2016-07-18,46.7708333333,-84.9586111111
39230570,Trifolium pratense,Plant Phenology,Flowering,2016-07-23,46.520036,-84.283168
39555729,Trifolium pratense,Plant Phenology,Flowering,2016-08-16,49.410248694,-57.8086672627
40608725,Trifolium pratense,Plant Phenology,Flowering,2016-08-27,45.8491796,-84.6189339
43408376,Trifolium pratense,Plant Phenology,Flowering,2016-07-18,41.81622,-72.5403133333
68950706,Trifolium pratense,Plant Phenology,Flowering,2016-08-13,39.2105089488,-84.570850288
69037878,Trifolium pratense,Plant Phenology,Flowering,2016-07-27,39.2734696051,-84.4459993923
69101544,Trifolium pratense,Plant Phenology,Flowering,2016-07-23,39.2167009462,-84.5040793397
102324501,Trifolium pratense,Plant Phenology,Flowering,2016-08-18,45.5062599167,-73.8759841667
111977745,Trifolium pratense,Plant Phenology,Flowering,2016-08-10,48.0623764003,-88.6451563453
149745814,Trifolium pratense,Plant Phenology,Flowering,2016-07-23,46.5205448703,-84.2819786311
258843644,Trifolium pratense,Plant Phenology,Flowering,2016-08-28,42.956630274,-71.6494638844
260938793,Trifolium pratense,Plant Phenology,Flowering,2016-08-03,39.0291174062,-108.0487172357
267633800,Trifolium pratense,Plant Phenology,Flowering,2016-09-17,45.4271028771,-73.5926472323
4354665,Trifolium pratense,Plant Phenology,Flowering,2016-10-14,44.4855027778,-73.1950611111
4415307,Trifolium pratense,Plant Phenology,Flowering,2016-10-22,40.2991821013,-74.4625374305
4433341,Trifolium pratense,Plant Phenology,Flowering,2016-10-24,41.4864864425,-87.9587048292
4435680,Trifolium pratense,Plant Phenology,Flowering,2016-10-25,43.4677270472,-72.9844346522
4461715,Trifolium pratense,Plant Phenology,Flowering,2016-10-30,47.6979255676,-122.3724746704
4462515,Trifolium pratense,Plant Phenology,Flowering,2016-10-30,40.776381,-73.942968
4476070,Trifolium pratense,Plant Phenology,Flowering,2016-10-20,44.5606166667,-69.6613777778
4515556,Trifolium pratense,Plant Phenology,Flowering,2016-11-07,38.099271,-85.558992
4580050,Trifolium pratense,Plant Phenology,Flowering,2016-11-15,41.5853540465,-87.8564913411
4580077,Trifolium pratense,Plant Phenology,Flowering,2016-11-15,41.5800874543,-87.853314131
4584538,Trifolium pratense,Plant Phenology,Flowering,2016-11-16,41.499796872,-87.916753739
4726219,Trifolium pratense,Plant Phenology,Flowering,2016-12-06,47.1799119424,-122.4731427397
4770610,Trifolium pratense,Plant Phenology,Flowering,2016-12-13,47.65295,-122.3122638889
112115164,Trifolium pratense,Plant Phenology,Flowering,2016-10-21,39.2002979128,-84.4278020866
5832113,Trifolium pratense,Plant Phenology,No Evidence of Flowering,2017-04-14,40.712991612,-74.4871115685
6241915,Trifolium pratense,Plant Phenology,Flowering,2017-05-16,41.6318142845,-87.794571407
6252787,Trifolium pratense,Plant Phenology,Flowering,2017-05-17,41.339898807,-88.1681209505
6267715,Trifolium pratense,Plant Phenology,Flowering,2017-05-18,41.83140281,-88.49387619
6274935,Trifolium pratense,Plant Phenology,Flowering,2017-05-19,40.5631466667,-74.0962528333
6296468,Trifolium pratense,Plant Phenology,Flowering,2017-05-20,38.9717833333,-77.0409861667
6308934,Trifolium pratense,Plant Phenology,Flowering,2017-05-21,35.8874954301,-80.063120264
6322460,Trifolium pratense,Plant Phenology,Flowering,2017-05-22,38.914325,-77.0975945
6327224,Trifolium pratense,Plant Phenology,Flowering,2017-05-22,47.7625454078,-122.6632281673
6390654,Trifolium pratense,Plant Phenology,Flowering,2017-05-27,41.8405001547,-88.3909117219
6413886,Trifolium pratense,Plant Phenology,Flowering,2017-05-28,45.583175,-122.1983633333
6417769,Trifolium pratense,Plant Phenology,Flowering,2017-05-29,40.6273605628,-74.0927052219
6419807,Trifolium pratense,Plant Phenology,Flowering,2017-05-29,47.55812,-122.3075166667
6424617,Trifolium pratense,Plant Phenology,Flowering,2017-05-29,42.818843,-88.4140809999
6426141,Trifolium pratense,Plant Phenology,Flowering,2017-05-28,41.6225222222,-86.9805194444
6443210,Trifolium pratense,Plant Phenology,Flowering,2017-05-29,41.9795723665,-88.206501616
6447068,Trifolium pratense,Plant Phenology,Flowering,2017-05-31,47.045320204,-122.8069255036
6452960,Trifolium pratense,Plant Phenology,Flowering,2017-05-30,44.6462274941,-123.071664981
6459131,Trifolium pratense,Plant Phenology,Flowering,2017-06-01,40.784431,-73.927208
6462530,Trifolium pratense,Plant Phenology,Flowering,2017-06-01,43.037933,-88.983534
6475872,Trifolium pratense,Plant Phenology,Flowering,2017-06-02,47.58205,-122.1516778333
6485067,Trifolium pratense,Plant Phenology,Flowering,2017-06-01,47.4669973646,-122.0687468817
6485237,Trifolium pratense,Plant Phenology,Flowering,2017-06-03,46.8701566989,-123.0447586534
6485289,Trifolium pratense,Plant Phenology,Flowering,2017-06-03,46.86675278,-123.03466795
6486760,Trifolium pratense,Plant Phenology,Flowering,2017-06-02,41.66965,-72.9259333333
6487691,Trifolium pratense,Plant Phenology,Flower Budding,2017-06-03,42.820474,-88.585304
6503601,Trifolium pratense,Plant Phenology,Flowering,2017-06-02,35.676585,-88.8616683333
6504437,Trifolium pratense,Plant Phenology,Flowering,2017-06-01,44.0692571944,-123.4581475833
6506928,Trifolium pratense,Plant Phenology,Flowering,2017-06-05,37.1595,-76.4761055556
6506929,Trifolium pratense,Plant Phenology,Flowering,2017-06-05,37.1595027778,-76.4760888889
6506930,Trifolium pratense,Plant Phenology,Flowering,2017-06-05,37.1595027778,-76.4760888889
6510762,Trifolium pratense,Plant Phenology,Flowering,2017-06-05,47.465842506,-122.0674874169
6515205,Trifolium pratense,Plant Phenology,Flowering,2017-06-05,44.400695,-72.3863316667
6538871,Trifolium pratense,Plant Phenology,Flowering,2017-06-06,46.9024946586,-122.8462638706
6540160,Trifolium pratense,Plant Phenology,Flower Budding,2017-06-05,42.840625,-88.6063
6546766,Trifolium pratense,Plant Phenology,Flower Budding,2017-06-06,43.966138,-89.374534
6553885,Trifolium pratense,Plant Phenology,Flowering,2017-06-08,41.31782897,-75.20844467
6555924,Trifolium pratense,Plant Phenology,Flowering,2017-06-06,41.3629202218,-88.1640072594
6557274,Trifolium pratense,Plant Phenology,Flowering,2017-06-06,41.6469093744,-87.921577692
6557859,Trifolium pratense,Plant Phenology,Flowering,2017-06-08,47.0451344597,-122.8071593587
6570473,Trifolium pratense,Plant Phenology,Flowering,2017-06-09,47.8580650651,-122.1604586989
6575540,Trifolium pratense,Plant Phenology,Flowering,2017-06-10,43.7963422211,-72.1702675827
6576717,Trifolium pratense,Plant Phenology,Flowering,2017-06-09,41.6324,-74.2109966667
6578372,Trifolium pratense,Plant Phenology,Flowering,2017-06-03,47.031739812,-123.094124794
6581016,Trifolium pratense,Plant Phenology,Flowering,2017-06-10,46.9024751382,-122.8462473584
6585982,Trifolium pratense,Plant Phenology,Flowering,2017-06-08,40.5927861111,-73.9039611111
6594580,Trifolium pratense,Plant Phenology,Flowering,2017-06-10,47.4543990288,-122.0640230925
6597134,Trifolium pratense,Plant Phenology,Flowering,2017-06-10,47.6741616667,-122.33573
6605274,Trifolium pratense,Plant Phenology,Flowering,2017-06-11,43.640728,-88.160636
6609187,Trifolium pratense,Plant Phenology,Flowering,2017-06-12,47.4700692483,-122.0663089213
6617073,Trifolium pratense,Plant Phenology,Flowering,2017-06-12,44.411495,-72.44809
6617298,Trifolium pratense,Plant Phenology,Flowering,2017-06-12,44.413445,-72.4487533333
6619328,Trifolium pratense,Plant Phenology,Flowering,2017-06-11,47.9890773762,-117.590332605
6633616,Trifolium pratense,Plant Phenology,Flowering,2017-06-13,44.2579133333,-72.2676183333
6658638,Trifolium pratense,Plant Phenology,Flowering,2017-06-14,43.62404791,-72.35266936
6662470,Trifolium pratense,Plant Phenology,Flowering,2017-06-10,36.4180967216,-81.3020706956
6674155,Trifolium pratense,Plant Phenology,Flowering,2017-06-14,44.375475,-72.3810383333
6680521,Trifolium pratense,Plant Phenology,Flowering,2017-06-16,40.8876953125,-73.9167175293
6681014,Trifolium pratense,Plant Phenology,Flowering,2017-06-16,42.3037500616,-71.0129706859
6684864,Trifolium pratense,Plant Phenology,Flowering,2017-06-16,37.0396807833,-76.3821995258
6688157,Trifolium pratense,Plant Phenology,Flowering,2017-06-16,47.5519843309,-122.2660437358
6689876,Trifolium pratense,Plant Phenology,Flowering,2017-06-16,44.3069033333,-72.421905
6690824,Trifolium pratense,Plant Phenology,Flowering,2017-06-17,41.9887583333,-87.6875833333
6708199,Trifolium pratense,Plant Phenology,Flowering,2017-06-18,40.8320616667,-73.9471283333
6716093,Trifolium pratense,Plant Phenology,Flowering,2017-06-18,42.3612416667,-76.4546133333
6716925,Trifolium pratense,Plant Phenology,Flowering,2017-06-18,44.2877883333,-72.4946266667
6717844,Trifolium pratense,Plant Phenology,Flowering,2017-06-18,41.3783358109,-88.122134894
6724594,Trifolium pratense,Plant Phenology,Flowering,2017-06-19,47.960416175,-122.1314477921
6725506,Trifolium pratense,Plant Phenology,Flowering,2017-06-19,44.3599383333,-72.3731666667
6731781,Trifolium pratense,Plant Phenology,Fruiting,2017-06-19,39.5491254444,-82.4769884348
6737009,Trifolium pratense,Plant Phenology,Flowering,2017-06-20,44.41534,-72.42443
6752637,Trifolium pratense,Plant Phenology,Flowering,2017-06-21,44.4762216667,-72.5354033333
6764401,Trifolium pratense,Plant Phenology,Flowering,2017-06-22,44.425225,-72.3621416667
6770759,Trifolium pratense,Plant Phenology,Flowering,2017-06-20,40.7487678162,-73.8959375591
6773064,Trifolium pratense,Plant Phenology,Flowering,2017-06-23,44.3594466667,-72.3590033333
6775897,Trifolium pratense,Plant Phenology,Flowering,2017-06-24,40.7900619507,-77.7515563965
6796833,Trifolium pratense,Plant Phenology,Flowering,2017-06-19,36.1982002342,-81.7884954718
6811048,Trifolium pratense,Plant Phenology,Flowering,2017-06-25,43.40973,-70.5579916667
6821807,Trifolium pratense,Plant Phenology,Flowering,2017-06-27,43.79520186,-72.24831685
6831176,Trifolium pratense,Plant Phenology,Flowering,2017-06-27,46.8265833333,-123.0075222222
6838552,Trifolium pratense,Plant Phenology,Flowering,2017-06-28,44.3064736203,-72.1423248668
6866864,Trifolium pratense,Plant Phenology,Flowering,2017-06-30,44.462725,-67.9363566667
6904416,Trifolium pratense,Plant Phenology,Flowering,2017-07-03,36.065889584,-79.101425707
6909971,Trifolium pratense,Plant Phenology,Flowering,2017-07-03,45.1123953727,-79.4925623457
6922541,Trifolium pratense,Plant Phenology,Flowering,2017-07-04,44.3942618184,-73.2502706443
6929752,Trifolium pratense,Plant Phenology,Flowering,2017-07-05,42.5633544708,-76.2538186927
6931524,Trifolium pratense,Plant Phenology,Flowering,2017-07-04,38.7700416667,-77.0494166667
6943570,Trifolium pratense,Plant Phenology,Flowering,2017-07-06,44.3776038336,-68.0400596839
6976608,Trifolium pratense,Plant Phenology,Flowering,2017-07-08,38.86782,-77.0450833333
7112006,Trifolium pratense,Plant Phenology,Flowering,2017-07-02,44.336885,-72.2649183333
7182302,Trifolium pratense,Plant Phenology,Flowering,2017-07-03,44.3722616667,-72.5442866667
7278314,Trifolium pratense,Plant Phenology,Flowering,2017-07-08,44.377839,-71.525915
